OTUId	BIO3-1	ori3	BIO3-16	BIO1-16	BIO3-24	ori2	BIO1-24	ori1	BIO2-16	BIO3-8	BIO2-1	BIO2-24	BIO1-1	BIO1-8	BIO2-8
OTU_1365	5	2	8	7	6	4	5	4	12	10	4	4	8	7	14
OTU_705	21	63	11	15	18	76	11	32	9	5	20	11	28	11	3
OTU_349	15	196	6	0	1	138	3	118	4	3	30	1	23	5	1
OTU_3101	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0
OTU_447	15	71	0	4	1	63	2	40	1	2	10	2	19	1	2
OTU_521	16	55	0	0	2	63	0	14	1	5	22	0	24	1	1
OTU_1013	1	5	0	0	0	11	0	5	3	0	2	0	1	0	2
OTU_419	31	70	3	4	1	84	4	49	7	1	21	1	39	3	4
OTU_1568	3	15	0	1	0	18	2	14	0	1	2	1	1	1	0
OTU_1382	0	1	2	4	1	3	1	0	3	1	3	2	1	0	1
OTU_862	3	8	1	2	6	13	3	5	0	3	5	2	9	3	3
OTU_589	19	100	1	2	2	126	0	96	2	1	16	0	25	1	2
OTU_1456	0	0	6	1	3	0	1	0	1	0	0	2	0	0	0
OTU_2428	1	1	0	0	0	4	1	0	1	0	1	0	3	1	1
OTU_669	9	7	14	9	4	10	8	9	1	7	3	5	5	1	3
OTU_1385	0	3	0	0	1	7	0	5	0	0	0	0	2	2	0
OTU_2549	8	55	4	3	0	61	7	31	2	0	8	2	13	1	0
OTU_3578	3	23	1	1	0	26	1	27	1	1	1	0	4	0	0
OTU_1483	1	2	0	1	0	3	1	0	3	1	0	0	0	0	1
OTU_1639	16	1	14	13	12	0	17	0	7	7	19	7	14	6	5
OTU_493	4	64	0	0	0	84	1	70	0	3	11	1	5	0	0
OTU_704	5	9	6	6	4	9	7	9	1	7	6	1	7	3	7
OTU_2091	5	15	14	7	7	10	6	6	2	38	4	8	6	18	31
OTU_897	2	29	0	0	0	38	0	13	0	0	3	0	0	0	0
OTU_779	4	24	0	0	0	15	0	18	0	0	5	0	3	0	1
OTU_529	15	24	8	14	12	27	12	12	6	11	9	5	10	14	9
OTU_756	0	32	1	2	0	14	0	16	4	0	1	0	1	1	1
OTU_2000	3	60	1	0	0	44	0	44	0	1	9	0	4	0	0
OTU_1840	3	6	0	1	0	7	0	4	0	1	0	0	0	0	0
OTU_1342	2	11	3	1	0	4	0	7	0	0	1	0	2	0	0
OTU_1844	2	7	0	0	1	3	0	6	0	0	0	0	0	0	0
OTU_674	2	28	0	0	1	12	0	31	0	1	5	0	7	1	1
OTU_1023	5	0	0	1	0	8	0	6	0	0	4	1	6	0	0
OTU_2374	0	1	0	0	0	2	0	3	0	0	0	0	0	0	0
OTU_1474	2	3	2	7	1	3	2	0	3	1	4	2	1	0	4
OTU_418	11	65	1	4	1	81	4	40	1	0	14	0	13	3	4
OTU_500	8	85	2	1	0	83	0	32	3	0	3	0	6	2	2
OTU_1455	1	13	3	0	1	6	0	1	0	0	0	0	4	0	1
OTU_2168	0	2	0	0	1	2	0	2	0	0	1	0	1	0	0
OTU_497	3	39	1	0	1	61	2	41	1	0	6	0	17	1	1
OTU_1509	4	21	0	0	0	14	0	10	0	0	5	1	5	0	0
OTU_1670	2	3	9	8	22	6	24	1	10	1	0	10	4	1	2
OTU_667	8	75	1	0	2	82	0	59	1	1	12	0	11	1	2
OTU_1922	0	0	0	0	0	3	0	1	0	0	1	0	0	0	0
OTU_1334	2	3	0	0	0	4	2	1	4	2	2	0	1	2	5
OTU_1393	7	3	3	0	0	1	2	10	4	1	1	2	1	5	3
OTU_794	2	7	0	2	5	9	3	15	3	3	0	2	7	3	2
OTU_1894	4	6	0	0	2	2	1	2	0	2	3	2	2	0	1
OTU_1442	1	2	0	0	0	4	0	9	0	3	2	0	0	0	0
OTU_1185	0	16	0	0	1	16	0	4	0	0	4	0	2	0	0
OTU_1787	1	11	1	0	0	10	0	3	0	0	3	0	1	1	0
OTU_671	2	5	2	5	38	7	16	4	10	3	3	21	4	1	1
OTU_1658	6	14	0	1	0	19	1	24	3	1	3	0	0	0	3
OTU_1780	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0
OTU_3160	5	5	6	11	8	6	10	5	6	8	4	5	7	2	6
OTU_1337	2	10	0	0	0	15	0	6	0	0	1	0	0	0	0
OTU_1330	2	17	1	0	0	24	0	15	0	0	4	1	2	0	0
OTU_1969	0	3	0	1	0	3	0	2	1	0	0	0	1	0	0
OTU_3473	0	4	0	0	0	2	0	0	0	0	0	0	1	0	0
OTU_1895	0	0	2	0	1	1	1	2	0	0	1	0	0	0	2
OTU_1085	4	8	3	2	0	10	1	6	0	2	3	1	1	2	2
OTU_501	9	12	14	9	8	18	9	12	16	13	14	5	15	14	13
OTU_450	17	26	29	18	21	25	14	23	14	23	17	14	18	13	18
OTU_298	54	115	0	2	5	147	2	162	4	4	38	0	54	2	2
OTU_806	1	17	0	1	0	18	0	24	0	0	2	0	9	0	0
OTU_1080	1	5	0	0	0	21	0	4	0	0	3	1	2	0	0
OTU_1468	2	1	0	0	0	9	1	2	0	0	0	0	1	0	0
OTU_509	0	0	0	0	8	0	2	0	6	119	0	1	0	54	130
OTU_913	4	5	3	3	5	4	3	3	0	2	3	1	3	1	2
OTU_986	14	95	5	2	1	118	1	65	4	0	4	2	10	3	0
OTU_625	6	22	20	17	60	28	37	15	22	0	9	10	9	1	1
OTU_630	4	37	0	0	2	36	2	49	1	0	5	0	8	1	0
OTU_818	9	11	5	5	5	11	5	5	6	7	2	3	9	5	3
OTU_375	9	49	21	16	58	47	46	41	11	4	18	35	13	0	3
OTU_1254	0	6	0	0	0	6	0	4	0	0	0	0	2	0	1
OTU_2292	0	23	2	1	0	27	0	12	1	0	2	7	4	0	2
OTU_738	12	82	4	3	1	92	4	37	2	4	10	1	11	1	0
OTU_511	11	78	2	0	0	76	0	67	2	0	13	0	27	2	4
OTU_1709	0	3	0	0	0	2	0	2	0	0	0	0	2	0	0
OTU_2499	0	0	13	21	114	0	81	0	16	0	0	55	0	1	0
OTU_3713	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_733	1	30	1	0	0	21	0	14	0	0	2	0	5	0	0
OTU_3106	0	0	0	1	0	2	0	1	1	0	0	0	0	0	0
OTU_352	16	105	2	5	3	112	3	107	3	3	20	0	25	3	2
OTU_502	9	47	1	0	0	53	0	33	0	3	8	1	4	1	2
OTU_2090	0	1	0	0	0	6	0	1	0	0	0	0	0	0	0
OTU_443	10	64	2	0	3	67	1	62	2	0	14	0	7	2	0
OTU_1478	57	20	58	20	10	27	11	20	14	7	65	2	67	9	8
OTU_752	11	28	0	0	1	24	1	25	1	0	3	0	10	0	0
OTU_677	3	32	0	1	0	31	0	21	0	0	4	0	2	1	1
OTU_575	11	42	0	0	0	44	0	36	0	0	6	0	11	0	0
OTU_2361	1	1	2	0	0	1	0	0	0	1	0	0	2	0	0
OTU_865	9	40	0	0	0	35	0	25	2	0	11	0	9	4	0
OTU_389	7	117	0	2	0	89	0	63	1	1	15	0	16	0	0
OTU_3383	0	3	2	1	2	3	0	0	0	6	0	1	1	3	8
OTU_1573	0	3	0	0	0	3	0	2	0	0	0	0	0	0	0
OTU_767	6	16	0	0	0	16	0	7	0	2	10	0	12	1	0
OTU_827	0	0	1	1	7	4	38	2	5	0	1	3	0	0	0
OTU_2458	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1304	13	53	10	4	38	85	14	32	9	11	9	20	9	7	15
OTU_595	9	17	9	9	4	19	3	7	3	6	7	7	6	6	6
OTU_1188	2	6	0	0	0	10	0	4	0	0	1	0	2	0	1
OTU_451	34	48	25	26	20	49	25	39	32	18	33	18	32	17	27
OTU_734	1	15	0	0	0	29	0	21	0	0	0	0	2	1	0
OTU_3058	7	62	0	2	1	36	0	71	3	1	11	1	16	0	3
OTU_1701	0	1	0	0	0	4	1	5	0	0	0	0	1	0	0
OTU_3463	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0
OTU_3148	2	0	1	5	1	0	1	0	1	1	0	1	2	1	2
OTU_3364	18	18	0	0	0	20	0	27	0	0	8	0	13	1	0
OTU_1045	3	0	3	2	1	10	0	6	2	0	3	1	3	1	3
OTU_1270	7	8	6	3	34	5	11	3	6	1	1	4	0	1	0
OTU_665	5	33	0	3	0	38	2	20	2	0	6	1	3	0	0
OTU_2201	1	5	0	0	2	4	1	3	2	0	4	1	2	1	0
OTU_603	11	37	2	0	1	17	0	17	0	1	9	0	6	0	0
OTU_1862	2	13	3	1	0	11	0	4	0	0	1	1	1	1	0
OTU_891	1	14	0	0	0	18	0	9	1	0	1	0	0	0	2
OTU_3117	2	13	1	2	6	22	1	14	1	34	5	1	8	24	30
OTU_1471	1	1	0	1	0	1	0	0	0	0	0	2	1	2	1
OTU_1364	2	5	0	1	0	11	0	3	2	0	2	0	1	0	0
OTU_687	10	36	0	0	1	19	0	16	0	1	3	0	5	2	0
OTU_659	17	21	12	8	1	17	3	8	7	6	12	4	4	5	12
OTU_848	5	28	8	4	2	33	1	20	3	1	9	6	5	1	4
OTU_602	6	32	2	1	1	36	0	50	0	0	5	0	2	0	1
OTU_1021	4	10	0	0	0	20	1	8	0	0	2	0	6	1	0
OTU_544	8	46	0	1	0	31	1	55	2	1	8	0	5	1	0
OTU_1313	0	12	0	0	0	5	1	6	0	0	2	0	2	0	0
OTU_1246	1	8	0	0	1	4	0	5	1	0	0	0	0	1	0
OTU_2574	4	1	1	1	0	2	0	0	4	0	3	2	0	0	0
OTU_552	10	57	1	0	0	44	0	33	0	0	3	0	14	0	1
OTU_617	17	62	4	3	5	56	3	34	3	3	14	0	18	3	6
OTU_504	5	38	8	2	14	20	10	26	5	0	4	9	10	1	2
OTU_2933	15	63	1	1	1	68	2	79	1	2	9	0	19	5	3
OTU_1738	2	7	2	0	0	4	0	2	0	1	5	4	1	1	2
OTU_1078	2	14	0	0	0	21	0	14	0	1	2	0	2	1	0
OTU_3816	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
OTU_3771	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_1549	0	12	0	0	2	1	0	11	3	0	0	0	1	0	0
OTU_1517	1	2	0	0	1	1	2	2	2	1	1	3	3	0	0
OTU_622	6	40	1	1	0	37	0	16	2	3	3	0	4	1	0
OTU_1104	2	8	0	0	0	11	0	15	0	0	2	0	2	0	0
OTU_1019	1	16	0	0	1	35	1	28	0	1	4	0	0	0	0
OTU_1756	0	1	0	0	0	4	0	1	0	0	0	0	0	0	0
OTU_633	1	35	3	4	4	31	6	49	1	1	9	3	8	0	3
OTU_2291	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_3220	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0
OTU_1361	1	2	0	0	1	14	1	10	0	0	1	0	1	0	0
OTU_608	12	22	4	5	8	24	4	13	0	1	10	2	15	3	2
OTU_1531	4	0	1	3	3	3	2	2	3	2	0	1	2	0	2
OTU_2890	0	7	0	0	0	7	0	10	1	0	1	0	2	0	0
OTU_896	7	14	2	2	4	36	3	22	1	3	2	1	6	1	0
OTU_1958	0	0	1	0	0	1	0	0	0	0	2	0	0	0	1
OTU_2491	0	2	0	0	0	0	1	0	2	0	0	0	0	1	0
OTU_374	3	82	0	2	0	118	1	89	0	0	8	1	12	0	0
OTU_1402	3	0	0	0	0	3	0	7	0	0	0	0	1	0	0
OTU_2129	2	0	0	0	0	0	0	0	1	2	1	0	0	1	1
OTU_3045	13	15	4	6	3	13	5	9	4	3	1	2	13	2	6
OTU_1998	48	1	15	21	20	0	7	1	10	16	47	11	37	19	21
OTU_3781	0	0	0	0	2	0	2	0	0	0	0	2	0	0	0
OTU_1865	2	1	3	0	2	0	1	0	0	1	2	0	2	0	1
OTU_834	4	47	0	0	1	31	1	34	1	0	2	0	5	0	0
OTU_2290	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0
OTU_1985	1	0	1	1	1	2	0	2	1	0	0	0	0	0	0
OTU_3487	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1097	5	6	4	1	1	4	7	1	4	1	0	3	4	1	2
OTU_3080	0	4	0	0	0	1	0	1	0	0	0	0	0	0	0
OTU_613	10	35	1	1	1	54	0	43	0	2	3	0	9	0	2
OTU_1784	0	1	0	2	1	1	1	0	0	0	0	1	1	0	0
OTU_1051	1	11	0	2	0	19	1	9	0	0	1	0	2	0	0
OTU_2936	2	16	1	1	0	13	2	7	0	0	2	0	6	0	0
OTU_569	7	45	0	0	1	22	1	35	1	3	9	0	6	1	1
OTU_563	7	13	6	15	15	14	9	12	4	4	12	9	3	6	7
OTU_880	0	15	2	0	2	14	0	6	0	0	3	0	2	1	0
OTU_498	0	8	13	14	86	4	42	5	4	0	0	28	1	1	1
OTU_971	0	9	4	4	1	9	0	6	0	4	0	3	3	2	3
OTU_878	16	54	0	0	2	67	1	34	0	0	24	1	18	2	0
OTU_539	3	50	0	0	2	55	0	29	0	0	5	0	2	0	1
OTU_474	12	80	1	0	1	78	0	47	1	1	13	2	11	0	0
OTU_707	7	13	1	4	3	14	2	13	2	1	7	4	2	1	4
OTU_478	5	62	0	1	0	29	1	76	1	2	4	0	2	0	0
OTU_931	4	19	2	1	0	22	0	11	0	0	3	0	6	0	0
OTU_644	5	32	1	1	11	31	2	35	3	0	7	1	9	2	3
OTU_556	5	43	3	1	1	23	0	35	0	1	17	0	11	0	1
OTU_2313	10	9	11	5	27	12	8	11	12	6	7	3	19	5	5
OTU_3436	2	5	0	0	0	5	1	16	0	0	2	0	2	0	0
OTU_1196	2	10	0	0	0	13	0	4	0	0	3	0	7	0	0
OTU_2178	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_1526	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
OTU_1426	1	4	0	0	0	3	0	7	0	0	0	0	1	0	0
OTU_1500	14	50	3	1	1	57	1	29	1	2	5	2	10	0	1
OTU_2084	0	4	0	0	0	3	0	2	0	0	1	0	0	0	1
OTU_679	5	54	1	0	0	32	0	21	1	0	5	1	0	0	0
OTU_1091	1	4	0	0	0	13	0	15	0	0	1	0	1	0	0
OTU_926	2	16	0	0	0	23	0	15	1	1	0	3	2	3	0
OTU_886	14	9	28	16	8	5	5	5	8	14	4	3	12	8	7
OTU_715	4	14	1	5	30	26	5	10	4	0	1	20	2	0	0
OTU_562	10	12	6	4	9	7	6	5	9	3	13	3	7	5	5
OTU_990	5	25	1	2	0	17	0	9	3	1	2	0	3	0	1
OTU_766	18	14	7	8	6	15	5	12	9	7	12	5	8	6	11
OTU_1911	0	3	0	0	0	4	0	0	0	1	0	0	0	0	0
OTU_1008	1	14	0	0	0	8	0	5	0	0	1	0	1	0	0
OTU_1046	0	1	0	0	0	1	0	0	0	10	1	0	0	5	6
OTU_1404	3	8	0	0	0	3	0	0	0	0	3	0	3	0	3
OTU_3694	0	0	2	0	2	0	1	0	0	0	1	0	0	0	0
OTU_1017	2	11	0	0	0	12	0	8	0	0	2	1	1	0	0
OTU_3834	19	85	0	0	0	68	0	73	0	4	23	0	23	2	2
OTU_388	18	106	4	2	3	68	2	46	8	1	11	3	8	3	8
OTU_1458	0	0	0	0	0	11	0	2	0	0	1	0	1	0	0
OTU_2259	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
OTU_626	12	31	11	8	8	23	6	13	13	5	4	4	8	4	7
OTU_1248	1	2	0	2	1	5	0	5	2	1	2	1	0	0	1
OTU_1059	8	64	0	3	0	34	1	29	0	2	7	1	5	0	1
OTU_3753	2	1	1	0	1	2	0	3	0	1	2	0	2	1	0
OTU_472	11	69	2	2	4	66	2	35	2	1	5	1	12	0	5
OTU_3497	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU_421	28	61	3	7	3	57	45	38	8	3	21	19	27	3	1
OTU_1503	2	5	2	2	0	4	1	5	3	0	1	0	1	4	4
OTU_1453	2	13	0	0	0	9	1	5	0	0	1	0	1	1	0
OTU_1566	2	6	0	0	0	2	0	1	0	0	0	0	2	0	0
OTU_1073	1	4	2	1	1	5	1	4	1	1	7	2	0	2	2
OTU_444	3	45	0	1	0	60	0	59	0	0	14	0	6	0	0
OTU_2915	0	3	0	0	1	2	0	3	1	2	0	0	0	0	0
OTU_1092	2	10	1	0	0	16	0	8	0	0	2	0	0	0	0
OTU_948	2	14	0	0	0	13	0	10	0	0	6	0	3	0	0
OTU_1004	7	5	3	2	0	8	3	1	0	5	0	2	2	5	3
OTU_490	5	61	0	2	0	65	0	56	2	2	9	1	6	1	1
OTU_698	1	34	0	1	2	23	0	13	0	1	2	0	7	0	0
OTU_3755	1	2	0	0	0	1	0	0	0	0	0	1	0	1	0
OTU_884	5	22	0	1	0	16	0	7	2	1	10	1	5	1	3
OTU_861	3	17	0	0	0	13	0	16	0	0	1	0	5	0	0
OTU_526	7	47	0	0	1	64	0	39	2	0	7	3	5	0	2
OTU_2215	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0
OTU_1024	3	7	1	2	1	5	1	2	1	2	12	2	5	2	3
OTU_807	3	9	0	0	0	17	0	23	0	1	4	0	3	0	0
OTU_1018	6	21	1	6	2	14	9	18	1	2	10	9	6	1	5
OTU_1202	0	8	0	0	0	8	0	7	0	0	0	0	0	0	0
OTU_571	1	46	1	0	1	75	0	34	0	2	2	0	6	4	1
OTU_1494	7	6	2	4	3	1	0	1	4	3	5	1	4	2	3
OTU_844	4	7	3	1	9	9	5	4	3	3	5	3	5	1	7
OTU_937	1	23	2	0	0	17	0	14	0	0	1	0	0	0	0
OTU_2837	6	87	2	2	2	67	3	52	8	4	13	1	12	1	1
OTU_730	9	28	1	0	2	29	1	28	0	1	4	0	1	1	1
OTU_845	1	8	0	4	1	14	0	9	1	1	13	1	5	3	2
OTU_1600	2	5	1	0	2	2	3	4	3	0	5	2	1	1	4
OTU_812	3	26	0	0	0	27	0	4	1	0	1	0	2	2	0
OTU_956	5	34	0	2	3	30	1	22	1	0	4	0	0	0	0
OTU_3119	1	21	0	0	0	13	0	26	0	0	3	0	1	0	0
OTU_542	4	31	8	10	6	23	5	19	7	10	14	10	9	6	9
OTU_3525	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1
OTU_2470	8	21	2	1	2	20	0	5	3	2	3	0	4	1	0
OTU_494	7	69	0	1	1	60	0	55	0	1	16	1	8	1	0
OTU_851	1	16	1	0	2	15	0	14	0	1	8	0	6	0	0
OTU_881	0	15	0	0	0	19	0	14	1	0	0	0	1	0	0
OTU_1150	4	7	4	2	2	6	1	4	2	3	6	0	7	1	4
OTU_3077	9	31	1	0	1	18	1	15	2	4	8	0	5	0	1
OTU_624	12	59	0	1	1	29	0	21	0	1	7	0	8	0	1
OTU_1410	0	6	2	1	0	7	0	4	0	1	3	0	0	0	1
OTU_1162	5	42	1	2	0	33	0	21	2	1	9	0	7	1	0
OTU_1117	4	16	0	0	0	5	0	7	0	0	2	0	1	0	0
OTU_1883	1	4	0	3	0	2	0	3	0	0	0	0	0	1	2
OTU_1419	0	7	0	0	0	3	0	1	0	0	0	0	0	0	0
OTU_866	2	38	0	1	4	26	2	7	6	1	1	1	4	2	0
OTU_1874	4	6	0	0	0	8	2	3	0	0	0	2	1	1	0
OTU_863	2	37	0	0	0	40	0	30	0	1	8	0	9	0	0
OTU_3543	1	5	0	0	0	0	0	5	0	0	0	0	0	0	0
OTU_1136	1	12	0	0	0	6	0	3	0	0	0	0	2	0	0
OTU_2103	1	12	0	0	0	8	0	4	2	0	2	0	3	0	0
OTU_434	13	103	12	4	9	89	5	39	12	4	15	1	15	3	6
OTU_538	15	75	16	15	33	70	19	61	6	0	9	10	20	0	2
OTU_1090	2	10	0	0	0	12	0	8	0	0	1	0	0	0	0
OTU_1169	9	11	5	0	4	13	2	4	3	0	1	2	4	1	1
OTU_3401	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0
OTU_1251	1	8	0	0	0	11	0	9	2	0	0	0	0	0	2
OTU_1733	8	10	0	0	0	14	0	4	0	0	14	0	18	0	0
OTU_712	6	14	5	7	9	26	3	12	5	2	9	6	11	3	8
OTU_748	2	14	1	0	0	16	0	20	0	0	1	0	4	0	0
OTU_1720	0	10	12	1	23	6	7	5	6	1	4	4	5	1	2
OTU_1916	0	0	1	0	0	2	0	0	0	0	1	0	1	0	0
OTU_868	4	3	1	3	3	8	5	5	5	4	1	2	2	5	3
OTU_1177	0	1	2	0	1	7	1	6	0	0	2	4	2	0	0
OTU_1804	7	19	0	0	1	18	3	12	0	0	2	1	3	0	0
OTU_1491	2	6	3	1	2	3	1	2	4	3	5	0	2	3	1
OTU_558	41	80	6	6	5	88	2	59	8	3	18	1	11	2	2
OTU_642	7	30	2	2	2	30	4	9	4	1	6	0	5	2	1
OTU_3661	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_2017	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_737	6	43	2	2	7	41	1	30	2	6	5	5	4	5	3
OTU_1757	0	0	14	16	109	2	84	0	9	0	0	55	0	0	1
OTU_1358	3	9	0	0	0	5	0	7	0	0	0	0	0	0	0
OTU_1724	0	1	0	0	0	11	0	2	1	0	0	0	0	0	0
OTU_696	23	72	0	7	4	116	2	63	5	1	10	1	14	0	7
OTU_634	6	40	0	0	1	17	0	17	4	2	4	0	3	1	0
OTU_628	4	30	0	0	2	46	0	20	1	2	12	0	9	0	0
OTU_1223	3	5	0	0	1	2	0	6	1	0	0	0	2	0	0
OTU_682	2	24	0	0	0	39	0	30	0	1	7	0	2	0	1
OTU_885	3	17	0	1	0	10	0	11	0	1	5	0	1	0	0
OTU_1597	0	4	0	0	0	12	3	1	0	0	0	0	0	0	0
OTU_1762	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
OTU_2664	1	5	0	0	0	6	0	0	0	0	0	0	0	0	0
OTU_1978	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1514	0	1	0	0	0	9	0	1	0	0	0	0	0	0	0
OTU_1144	8	36	1	0	3	39	0	24	0	0	4	0	6	3	0
OTU_1613	1	9	0	0	1	12	1	3	1	0	1	0	2	0	0
OTU_2929	11	37	2	2	7	38	3	22	4	3	10	5	12	3	4
OTU_1360	1	1	4	2	1	3	1	3	2	0	1	3	5	1	1
OTU_1764	0	0	0	0	0	3	0	1	0	0	1	0	0	1	0
OTU_999	0	12	0	0	0	14	0	9	0	0	5	0	0	0	0
OTU_579	5	22	5	6	3	19	1	23	5	5	9	2	7	4	4
OTU_1084	4	8	0	1	0	4	3	3	4	0	2	1	3	5	2
OTU_969	0	4	3	3	1	4	2	3	2	1	3	1	3	1	5
OTU_988	2	6	0	0	0	10	0	14	0	0	1	0	2	0	0
OTU_1507	1	1	3	0	0	2	0	0	0	1	0	0	0	0	0
OTU_1180	2	4	0	0	1	7	0	2	0	0	5	0	6	0	0
OTU_867	5	4	4	4	11	2	4	4	6	0	3	3	3	0	6
OTU_3478	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0
OTU_3479	2	11	2	2	0	15	1	5	1	2	0	0	6	2	0
OTU_908	6	11	3	4	1	11	0	9	1	3	9	5	4	3	6
OTU_787	3	20	0	0	0	25	0	20	3	0	2	0	3	0	1
OTU_1846	0	2	0	0	3	6	0	2	1	0	1	0	1	0	0
OTU_1325	1	2	0	3	0	2	2	6	1	0	1	2	2	0	0
OTU_1370	3	10	2	0	10	12	0	11	0	1	1	0	1	0	0
OTU_541	12	40	1	3	2	49	2	30	2	1	6	2	3	3	1
OTU_636	3	18	0	0	0	21	0	31	0	0	2	0	7	0	0
OTU_1255	0	4	0	0	0	4	0	12	0	0	1	0	0	0	0
OTU_2479	0	14	0	0	1	12	0	8	0	0	0	0	0	0	0
OTU_1216	8	39	2	2	1	63	1	24	4	4	8	4	8	2	2
OTU_970	2	12	0	0	0	12	0	6	0	0	3	0	0	0	0
OTU_535	2	12	32	1	94	8	7	4	2	1	4	6	6	0	0
OTU_591	9	45	0	0	0	33	1	29	0	1	5	0	6	1	0
OTU_2914	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_568	27	100	2	8	9	103	1	62	5	4	15	2	12	5	4
OTU_619	11	36	0	0	1	35	0	12	0	0	7	0	3	0	1
OTU_572	20	24	11	8	22	21	17	10	7	1	11	12	14	3	3
OTU_675	15	47	1	0	4	24	1	24	1	5	9	0	9	2	3
OTU_798	1	9	0	0	2	21	1	19	0	0	2	2	5	0	0
OTU_2923	5	34	18	9	35	26	19	11	7	0	7	20	5	0	0
OTU_703	3	23	0	0	2	28	0	26	0	0	6	0	3	0	0
OTU_2893	12	1	23	21	15	0	8	0	15	18	24	9	15	17	18
OTU_777	0	13	0	0	0	23	1	10	0	0	1	0	2	0	0
OTU_959	1	17	0	1	0	4	0	12	0	0	1	0	1	0	1
OTU_2651	1	0	2	1	25	5	1	3	1	2	2	2	1	1	2
OTU_650	11	48	0	2	0	41	3	34	2	2	18	1	4	0	0
OTU_797	2	24	1	0	1	39	0	32	3	0	5	1	4	1	1
OTU_998	5	13	0	3	0	28	0	6	1	0	0	0	4	0	0
OTU_2760	0	1	0	0	0	4	0	1	0	0	0	0	0	0	0
OTU_491	20	11	15	4	9	11	13	20	9	16	12	3	7	16	16
OTU_1146	1	10	3	1	2	7	0	4	2	6	4	2	1	0	3
OTU_525	4	55	2	0	1	53	0	20	0	1	3	0	1	1	0
OTU_829	4	14	0	2	4	24	4	8	1	0	5	0	3	0	0
OTU_801	10	25	0	0	1	28	0	6	2	0	1	0	8	0	0
OTU_1064	6	3	0	0	0	11	0	19	0	0	1	0	1	0	0
OTU_713	3	27	0	2	2	28	0	11	0	0	5	1	4	1	1
OTU_3610	1	14	0	0	1	12	0	10	0	0	0	1	4	0	0
OTU_3200	5	13	0	0	0	13	0	19	0	0	5	0	6	0	0
OTU_3576	1	1	1	0	0	0	1	0	0	3	1	0	2	0	1
OTU_3091	1	1	7	3	2	2	7	1	2	3	9	1	3	7	11
OTU_1859	4	8	0	0	0	4	0	1	0	0	0	0	1	0	1
OTU_1589	0	6	0	0	0	11	0	4	0	0	0	1	2	1	0
OTU_763	8	39	3	3	5	22	8	18	5	0	2	2	3	0	0
OTU_792	0	0	0	0	1	1	0	0	1	11	1	0	0	22	27
OTU_714	7	46	0	1	0	65	0	29	2	3	16	1	16	2	1
OTU_1010	3	1	5	1	1	4	2	4	4	5	6	3	1	1	4
OTU_2641	4	12	0	1	0	12	0	5	0	0	0	1	1	0	0
OTU_1204	7	57	3	1	0	34	0	39	0	1	8	2	8	2	1
OTU_1249	7	10	3	5	6	8	5	5	1	5	5	4	4	2	2
OTU_1550	1	2	0	1	0	1	3	0	3	2	1	0	1	0	0
OTU_1011	1	8	0	0	0	20	0	10	0	0	0	0	1	2	0
OTU_950	2	9	0	0	1	14	1	10	0	0	1	0	4	0	0
OTU_3804	7	10	0	0	0	11	0	6	0	0	0	1	1	0	0
OTU_1880	0	4	0	0	0	3	0	2	0	0	0	0	0	0	0
OTU_1225	2	20	0	2	0	14	1	14	1	1	7	0	4	0	0
OTU_1036	2	10	0	0	0	8	0	7	0	0	2	0	0	0	0
OTU_1944	0	2	2	2	0	0	0	1	1	2	0	0	0	1	0
OTU_609	0	41	0	0	0	28	2	15	1	1	0	0	1	2	1
OTU_3349	1	0	0	0	0	1	0	2	0	0	2	0	2	0	0
OTU_3767	0	0	0	0	0	0	1	0	1	0	2	0	1	0	0
OTU_784	1	20	1	0	2	33	0	11	1	0	2	2	2	0	0
OTU_1227	1	16	1	0	0	13	0	14	0	0	1	1	3	0	1
OTU_1477	6	6	1	0	3	1	1	7	1	1	6	0	3	8	0
OTU_467	13	25	24	18	8	35	14	33	14	22	21	18	18	19	20
