OTUId	BIO3-1	ori3	BIO3-16	BIO1-16	BIO3-24	ori2	BIO1-24	ori1	BIO2-16	BIO3-8	BIO2-1	BIO2-24	BIO1-1	BIO1-8	BIO2-8
OTU_1390	0	9	1	0	0	0	0	1	0	0	1	0	1	0	0
OTU_719	9	10	0	0	0	22	1	20	0	0	1	0	7	0	0
OTU_3790	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0
OTU_2613	1	1	2	2	0	6	1	1	0	0	0	0	0	0	0
OTU_1009	3	17	0	0	0	21	0	5	0	0	2	0	1	0	0
OTU_1394	0	7	0	0	0	1	0	1	1	0	0	0	0	2	0
OTU_1938	0	0	0	0	2	1	0	0	0	1	0	1	0	1	0
OTU_1005	3	13	2	0	0	6	0	3	0	0	0	0	0	0	0
OTU_2532	0	2	1	0	1	0	0	6	0	0	1	1	2	0	0
OTU_2195	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_3748	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
OTU_2829	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
OTU_2874	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_1286	0	5	0	0	0	7	0	0	0	0	2	0	1	0	0
OTU_1280	2	3	0	0	0	0	0	9	0	0	2	1	1	0	0
OTU_3070	2	7	0	0	0	14	1	9	0	0	0	0	1	1	0
OTU_2781	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_2625	6	10	0	0	0	18	0	12	0	0	3	0	0	0	0
OTU_3151	0	3	0	0	0	5	0	5	0	0	4	0	1	0	0
OTU_3707	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1512	2	0	0	0	0	8	0	2	0	0	0	0	0	0	0
OTU_3083	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_1451	0	3	2	0	1	2	0	0	0	0	1	0	0	0	0
OTU_2448	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0
OTU_2092	2	0	0	0	0	3	0	3	1	0	1	2	0	0	0
OTU_1050	0	2	4	2	4	1	9	2	6	4	0	6	0	0	1
OTU_2353	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0
OTU_1891	2	2	2	1	4	13	0	4	0	2	1	2	0	0	1
OTU_3128	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
OTU_3611	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0
OTU_2344	0	9	0	0	0	1	0	0	1	1	1	0	0	0	0
OTU_2827	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0
OTU_2096	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_2197	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0
OTU_1038	3	13	0	0	0	11	0	11	0	2	1	0	0	0	0
OTU_800	5	20	0	0	0	17	1	13	0	0	4	0	4	1	0
OTU_2560	0	1	0	0	0	0	0	1	0	0	0	0	0	1	2
OTU_2182	0	4	0	0	0	1	0	0	0	1	1	1	0	0	1
OTU_1400	0	8	0	1	0	6	0	3	0	0	2	0	0	0	0
OTU_2445	0	6	0	0	3	7	2	7	0	0	3	2	1	0	0
OTU_817	4	13	2	1	3	18	6	20	1	3	12	5	7	3	5
OTU_2597	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1075	1	6	2	1	1	5	1	2	0	2	0	2	2	1	1
OTU_1411	0	6	0	0	0	5	0	9	0	0	0	0	1	0	0
OTU_3156	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0
OTU_1918	0	3	0	0	0	5	0	0	0	0	0	0	0	0	0
OTU_1147	1	4	2	1	6	2	3	6	5	4	4	1	0	0	2
OTU_3571	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
OTU_2247	0	1	0	0	0	2	1	0	1	0	1	3	3	0	1
OTU_3432	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_2815	0	3	2	1	1	1	2	2	0	2	0	1	1	1	0
OTU_1878	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0
OTU_2883	1	0	0	0	0	1	0	2	1	0	0	0	0	0	0
OTU_2399	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1220	0	6	0	0	0	5	0	3	0	0	2	0	0	0	0
OTU_942	2	19	0	0	0	7	0	12	0	0	3	0	2	1	0
OTU_2280	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
OTU_2667	2	11	0	0	0	9	0	5	0	0	2	0	0	0	0
OTU_1986	5	6	2	0	5	5	4	3	4	0	2	3	1	4	2
OTU_1375	3	9	0	0	0	8	0	3	0	0	1	0	1	0	0
OTU_3204	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
OTU_2431	2	1	0	0	0	2	0	0	0	1	1	0	0	1	0
OTU_1265	1	6	0	0	0	9	0	3	0	0	0	0	0	0	0
OTU_1191	2	2	2	0	1	4	4	7	2	0	3	0	1	1	2
OTU_2439	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
OTU_3041	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0
OTU_1956	2	0	1	1	0	1	2	0	1	0	0	0	1	0	0
OTU_2289	0	1	0	0	0	7	0	0	0	0	0	0	1	0	0
OTU_1849	0	1	0	0	0	0	0	3	0	0	0	0	3	0	0
OTU_1518	2	6	0	0	0	2	0	4	0	0	0	0	2	0	0
OTU_2649	3	12	0	0	0	8	0	5	0	0	2	0	6	0	0
OTU_2627	0	1	0	0	0	2	0	2	0	0	0	0	1	0	0
OTU_1830	1	1	0	0	0	2	0	2	0	0	1	0	0	1	0
OTU_1654	0	3	0	0	0	3	0	2	0	0	1	0	2	0	0
OTU_3705	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_3203	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0
OTU_1430	3	5	0	0	0	6	0	6	0	0	0	0	4	0	0
OTU_1722	2	2	0	2	1	3	3	1	1	0	1	0	0	0	2
OTU_1245	2	7	0	0	0	7	0	2	0	0	0	0	5	0	0
OTU_2285	0	3	0	0	1	0	0	0	0	0	0	0	0	0	2
OTU_2055	2	3	0	2	0	0	1	0	1	0	0	0	0	0	2
OTU_717	2	20	0	1	0	34	0	16	1	1	4	0	4	0	1
OTU_1195	0	11	0	0	0	6	0	3	0	0	0	0	1	0	0
OTU_1636	0	7	0	0	1	2	0	1	0	0	3	0	0	0	0
OTU_1232	0	9	1	0	1	12	0	6	0	0	2	1	0	0	0
OTU_1175	2	9	0	0	1	1	0	10	0	0	1	0	0	0	0
OTU_2996	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1070	1	5	0	0	0	11	0	7	0	0	3	0	0	0	0
OTU_898	2	7	0	1	9	8	5	7	0	2	4	1	4	2	0
OTU_1381	1	5	1	1	0	1	0	3	0	0	1	0	0	0	0
OTU_1993	2	7	0	0	0	1	0	1	0	2	2	0	1	0	0
OTU_2172	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0
OTU_1153	1	2	0	0	1	8	1	4	1	3	2	3	0	1	2
OTU_1633	0	3	0	0	0	0	3	0	0	1	0	0	0	0	0
OTU_1678	0	7	3	1	1	5	0	3	2	0	1	1	0	0	0
OTU_2608	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1
OTU_1181	3	13	0	2	0	5	0	0	1	0	1	0	2	0	0
OTU_2244	0	3	0	0	0	2	0	1	0	0	0	0	0	0	0
OTU_1380	2	8	0	2	2	4	1	5	3	2	0	1	1	1	1
OTU_1307	0	4	0	0	0	8	0	8	0	0	1	0	3	0	0
OTU_2148	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1
OTU_1695	0	3	0	0	0	2	0	4	0	0	0	0	0	0	0
OTU_1466	0	10	0	0	0	0	0	1	0	0	2	0	0	0	0
OTU_2811	0	2	0	0	2	1	0	1	0	0	0	0	0	0	0
OTU_1579	1	2	0	0	0	7	3	2	0	2	0	0	0	0	1
OTU_2160	0	3	0	1	0	5	0	5	0	0	0	0	3	0	0
OTU_1454	1	9	0	0	0	8	0	2	0	1	0	0	1	1	0
OTU_2424	1	4	0	0	0	2	0	2	0	0	0	0	0	0	0
OTU_1291	4	2	0	3	0	6	0	3	1	3	1	0	3	0	0
OTU_993	7	14	1	3	0	16	0	3	1	1	4	0	4	0	0
OTU_1832	0	10	0	0	2	8	1	2	0	0	0	1	3	0	0
OTU_1373	1	3	0	1	0	3	0	2	0	0	1	0	2	0	0
OTU_1145	5	5	3	4	2	7	0	2	3	0	1	6	2	0	1
OTU_2386	1	3	0	1	0	1	0	0	0	1	1	0	0	0	0
OTU_1164	3	20	1	0	0	16	0	9	0	1	2	0	2	0	0
OTU_1868	1	2	0	0	0	2	0	3	0	0	0	1	0	0	0
OTU_1207	2	5	0	0	3	4	1	4	0	0	1	1	2	0	0
OTU_2570	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
OTU_1388	1	13	0	1	0	4	0	4	0	0	0	0	2	0	0
OTU_2554	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1359	1	7	0	0	0	7	0	4	0	0	0	0	0	1	0
OTU_1820	2	6	1	0	0	6	0	5	0	0	1	1	1	0	0
OTU_1310	1	10	0	0	0	7	0	6	0	0	0	0	0	0	0
OTU_3198	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_1809	0	4	0	0	0	1	0	2	0	1	0	0	5	0	0
OTU_1271	0	4	0	0	0	5	0	1	0	0	2	1	1	0	1
OTU_1530	0	9	0	0	0	5	0	6	0	0	2	0	0	0	0
OTU_1861	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0
OTU_3428	3	2	0	1	0	0	0	0	0	1	0	0	0	0	0
OTU_1137	1	3	0	0	0	7	0	6	0	0	2	0	3	0	0
OTU_3716	1	3	0	0	0	0	0	1	0	0	0	0	1	0	0
OTU_2299	3	0	0	0	0	1	0	0	0	0	0	2	1	0	1
OTU_1242	2	7	7	5	3	3	3	1	1	2	0	3	2	0	1
OTU_1396	0	0	2	0	0	7	0	2	0	0	0	1	2	0	0
OTU_740	1	11	4	2	3	16	3	12	1	2	3	1	6	2	3
OTU_3704	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0
OTU_1737	0	0	0	0	7	0	0	1	0	0	1	1	0	0	0
OTU_2281	2	0	0	0	0	0	0	0	2	1	1	0	0	0	0
OTU_1778	0	0	0	0	0	3	0	2	2	1	0	0	1	0	0
OTU_1527	0	2	1	1	1	2	1	1	2	0	1	0	1	0	0
OTU_796	4	26	0	0	1	21	0	20	0	1	5	0	9	2	0
OTU_2930	0	5	0	0	0	1	0	1	0	0	1	0	0	0	0
OTU_1504	0	3	0	0	0	2	0	3	0	0	1	0	1	0	0
OTU_2578	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0
OTU_888	0	0	8	8	2	1	0	3	16	1	0	3	0	1	0
OTU_3570	2	11	0	1	0	11	1	7	0	2	3	0	3	0	0
OTU_1875	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1423	1	4	4	0	0	4	1	1	0	2	0	1	1	2	0
OTU_2582	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
OTU_1702	1	0	0	2	0	2	0	1	1	0	0	0	0	0	1
OTU_2053	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0
OTU_3799	1	0	0	0	1	0	0	0	2	0	1	0	0	0	0
OTU_1580	1	6	0	0	0	8	0	0	0	0	0	0	0	0	0
OTU_1221	0	3	0	0	0	7	0	4	0	0	0	0	2	0	0
OTU_1766	1	3	0	0	0	1	0	3	0	0	0	0	0	0	0
OTU_1102	0	10	0	0	0	8	0	3	0	0	0	0	2	0	0
OTU_2095	0	0	0	0	0	2	0	0	0	1	1	0	2	0	0
OTU_2943	0	2	3	3	0	3	1	1	1	0	2	4	1	0	0
OTU_3701	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_1083	0	14	0	3	0	8	3	13	2	15	0	3	1	5	7
OTU_1170	1	6	1	0	0	11	0	4	0	0	0	0	0	0	0
OTU_1119	0	6	0	0	1	12	0	5	1	0	0	0	0	0	0
OTU_1677	0	1	0	0	0	5	0	0	0	0	1	0	0	0	0
OTU_3105	1	11	0	0	0	11	0	6	0	0	2	0	1	0	0
OTU_1165	1	7	0	0	1	6	0	10	0	0	0	0	0	0	0
OTU_2384	0	1	1	0	0	2	0	1	0	1	0	0	0	0	0
OTU_3057	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0
OTU_2802	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_3655	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1543	1	0	0	0	0	1	2	2	1	2	1	1	0	0	1
OTU_1963	0	1	0	1	0	2	1	1	0	0	0	0	0	0	0
OTU_3518	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1482	0	2	0	0	0	6	0	2	1	0	0	0	1	0	0
OTU_1632	1	13	0	0	0	3	0	2	0	1	1	0	1	0	1
OTU_2716	0	1	0	1	0	0	2	1	0	0	0	0	0	0	0
OTU_2154	0	2	0	0	0	3	0	1	0	0	1	0	1	0	0
OTU_1399	1	1	3	0	3	1	1	1	1	1	2	2	0	0	0
OTU_2315	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
OTU_1672	2	1	0	0	1	1	0	1	1	0	2	0	0	1	0
OTU_2147	0	0	0	0	0	2	0	3	0	0	0	0	1	0	0
OTU_2020	0	0	0	0	0	8	0	2	0	0	0	0	0	0	0
OTU_1792	0	1	0	0	0	1	0	1	3	1	1	0	1	0	0
OTU_1464	0	7	1	0	0	4	0	4	0	0	0	0	1	0	0
OTU_3646	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2805	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
OTU_1989	0	2	0	1	2	1	0	2	1	0	0	0	0	1	0
OTU_1610	0	6	0	0	0	5	1	1	0	0	0	0	0	0	0
OTU_3628	0	4	0	0	0	5	0	2	0	1	1	0	0	0	2
OTU_3493	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0
OTU_3590	0	0	1	2	0	0	6	0	3	0	0	1	0	2	0
OTU_2581	0	0	0	3	0	0	1	0	0	0	0	0	0	2	0
OTU_1783	1	2	0	0	1	0	1	0	0	1	0	0	0	2	0
OTU_3196	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
OTU_3569	0	2	0	0	0	2	0	0	0	0	1	0	1	1	0
OTU_1113	2	6	0	0	4	1	2	0	0	0	5	4	4	0	0
OTU_1836	1	0	1	0	0	2	1	0	0	0	0	1	0	0	0
OTU_2067	0	1	0	0	0	0	0	2	0	2	0	0	0	0	2
OTU_3742	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0
OTU_2139	0	6	0	0	0	2	0	0	0	0	0	0	1	0	0
OTU_1467	0	5	0	0	0	0	0	5	1	0	0	0	1	1	1
OTU_3425	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU_3632	0	4	0	0	0	0	0	2	0	0	1	0	0	0	0
OTU_2217	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1
OTU_1156	0	3	0	1	3	4	1	3	3	1	2	0	1	1	1
OTU_1569	0	1	0	0	0	3	0	5	0	0	0	0	0	0	0
OTU_2286	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_2163	3	31	0	1	0	13	0	12	0	0	2	0	1	0	1
OTU_1230	0	3	2	1	1	2	3	2	1	2	1	1	2	1	2
OTU_2130	1	0	0	0	0	3	0	3	0	0	0	0	0	0	0
OTU_2546	2	1	2	0	0	0	0	0	0	0	1	0	0	0	2
OTU_1694	0	2	0	1	0	2	0	0	2	0	1	0	0	1	0
OTU_3216	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
OTU_2278	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0
OTU_3228	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0
OTU_3020	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
OTU_1577	2	1	0	1	0	2	0	1	0	2	0	0	0	0	0
OTU_1427	0	3	0	0	0	5	0	1	0	0	0	0	0	0	0
OTU_3255	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
OTU_877	0	13	0	0	3	22	4	13	0	0	2	0	3	0	0
OTU_3556	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1431	3	13	0	0	0	9	0	7	0	0	0	0	1	0	0
OTU_1152	2	4	1	4	1	0	1	1	2	0	16	4	1	0	3
OTU_3798	0	0	2	1	3	3	2	1	2	3	0	1	0	0	2
OTU_1243	0	0	1	1	2	0	0	0	6	6	0	0	0	4	9
OTU_1272	0	5	0	0	0	4	0	4	0	0	0	0	1	0	0
OTU_2962	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
OTU_2235	0	3	0	0	0	1	0	2	0	0	0	0	0	0	0
OTU_1277	2	10	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1752	0	1	0	0	0	1	0	4	0	0	0	0	1	0	0
OTU_3232	3	7	0	0	0	5	1	4	0	0	2	0	1	0	1
OTU_2539	0	4	0	0	1	0	0	0	0	0	0	0	0	1	0
OTU_1816	1	1	0	0	3	1	0	2	1	0	0	0	0	0	1
OTU_3635	0	2	0	0	0	1	0	0	0	0	2	0	0	0	0
OTU_3201	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0
OTU_2452	1	5	0	0	0	0	0	0	0	1	1	0	0	0	0
OTU_1888	0	0	0	0	0	5	0	1	0	0	0	0	1	0	0
OTU_1932	0	0	4	0	0	2	0	1	2	0	2	1	1	1	0
OTU_1525	1	5	0	0	0	2	0	3	0	0	0	0	1	0	0
OTU_1711	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
OTU_991	4	8	1	2	2	4	1	3	2	1	0	1	1	1	2
OTU_2472	1	0	0	1	0	4	0	0	0	0	0	1	0	1	0
OTU_904	3	9	0	0	0	12	0	4	0	0	4	1	5	2	1
OTU_1648	0	6	0	0	0	1	0	0	0	0	1	0	0	0	0
OTU_2979	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_3567	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0
OTU_2629	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
OTU_3650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_3395	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
OTU_3219	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_2157	0	3	0	0	0	3	0	1	0	0	0	0	1	0	0
OTU_1833	0	1	3	1	0	1	1	0	1	1	2	0	0	0	1
OTU_3185	1	1	4	0	0	0	0	0	1	0	0	1	1	0	0
OTU_1936	0	4	0	0	0	7	0	2	0	0	0	0	1	0	0
OTU_3292	1	0	1	1	0	0	0	0	0	0	1	0	0	1	2
OTU_3447	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_3016	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1081	0	13	0	0	0	3	0	6	2	0	0	1	0	0	0
OTU_3750	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_1815	0	2	0	0	0	0	0	7	1	0	1	0	1	0	0
OTU_2753	1	2	0	0	0	3	0	6	0	0	5	0	1	0	0
OTU_2135	0	6	0	0	0	2	0	7	0	1	1	0	0	0	0
OTU_2329	1	2	0	0	0	1	0	0	0	0	2	0	0	0	0
OTU_2322	0	1	1	0	2	4	4	0	0	0	0	1	1	0	1
OTU_1771	0	0	0	0	0	4	0	6	0	0	2	0	0	0	0
OTU_1545	0	2	0	0	0	6	1	4	0	1	1	0	1	0	0
OTU_2319	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2443	0	3	0	0	0	2	0	0	0	0	1	0	0	0	0
OTU_1436	0	4	0	1	1	2	1	6	0	0	0	1	0	0	0
OTU_1252	0	1	0	0	0	0	14	3	0	0	0	1	0	0	0
OTU_2056	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0
OTU_2073	0	0	0	0	2	1	1	0	2	0	0	0	0	0	0
OTU_2120	2	1	0	0	0	8	0	2	0	0	1	0	1	0	0
OTU_1114	2	5	1	2	2	3	0	0	0	2	2	0	1	2	0
OTU_3218	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0
OTU_1704	0	0	1	1	1	1	1	0	1	2	0	0	1	0	1
OTU_1967	1	2	0	0	0	2	1	0	0	1	0	0	1	0	0
OTU_2236	1	2	0	0	0	2	0	2	0	0	0	1	1	0	0
OTU_1671	0	9	0	5	0	2	1	2	6	1	1	0	0	0	0
OTU_2481	2	2	0	0	0	0	0	5	0	0	0	0	0	1	0
OTU_2115	1	1	0	0	0	2	0	1	0	1	1	0	0	0	0
OTU_3134	2	2	0	0	1	1	0	1	1	0	1	0	0	0	0
OTU_2060	0	0	0	4	1	0	1	0	0	0	0	0	0	0	1
OTU_2498	1	9	0	0	0	8	0	2	2	1	0	1	0	0	1
OTU_3627	0	0	0	0	0	0	2	0	0	0	0	1	0	1	2
OTU_1866	0	3	0	0	2	2	0	0	0	0	0	1	0	0	0
OTU_1187	2	3	0	3	0	3	0	2	0	1	1	1	2	2	2
OTU_1353	0	12	0	0	0	0	0	1	0	0	0	1	1	0	0
OTU_1948	3	1	1	0	0	0	0	2	1	0	0	1	0	0	0
OTU_2587	0	2	0	0	0	0	0	1	2	1	0	0	0	0	2
OTU_2615	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_3061	1	3	1	0	0	5	0	2	0	0	0	0	1	0	1
OTU_1437	0	0	1	1	0	3	1	0	0	0	0	0	1	0	1
OTU_1682	1	0	0	1	0	0	0	0	1	0	0	0	4	0	0
OTU_1707	2	1	0	0	0	6	0	1	0	0	2	0	1	0	0
OTU_3075	0	5	0	0	0	3	1	1	0	0	1	0	0	0	0
OTU_1819	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0
OTU_1588	1	1	0	0	0	8	0	1	0	0	2	0	0	0	0
OTU_1261	1	2	1	0	2	2	4	1	1	1	2	0	3	2	0
OTU_3547	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
OTU_1198	0	9	0	0	0	12	0	5	0	0	0	0	0	0	0
OTU_3538	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_2123	0	7	0	0	0	4	0	0	0	0	0	0	1	0	0
OTU_1612	1	5	0	0	0	3	0	0	0	0	0	0	0	0	1
OTU_1934	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0
OTU_3807	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
OTU_3295	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_2993	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0
OTU_2607	0	0	1	0	0	0	0	0	0	2	2	0	0	0	0
OTU_1173	1	4	0	2	0	12	0	1	1	1	1	2	0	0	1
OTU_1374	3	1	2	1	4	4	1	1	1	2	3	1	1	1	0
OTU_2033	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0
OTU_1138	3	7	0	0	0	18	0	5	0	0	0	0	2	0	0
OTU_3747	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
OTU_3455	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1
OTU_1516	1	2	0	0	0	9	0	2	0	0	0	0	0	0	0
OTU_2392	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_2698	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_3624	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_3768	0	0	0	1	1	1	0	1	0	0	1	0	0	1	3
OTU_3195	0	3	1	0	0	1	1	0	1	3	1	1	2	1	1
OTU_1459	0	4	0	0	1	4	0	3	0	0	0	0	0	0	0
OTU_1213	1	7	0	0	0	6	0	2	0	1	0	0	3	0	0
OTU_1864	1	2	0	0	0	2	1	0	1	0	0	0	1	1	0
OTU_2861	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_3001	4	4	0	1	0	3	1	6	4	2	0	2	0	0	0
OTU_2569	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0
OTU_2475	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0
OTU_3027	0	1	1	0	0	0	0	0	0	0	0	1	2	0	0
OTU_933	5	3	0	0	0	15	0	11	0	1	0	1	0	0	0
OTU_1502	0	8	0	1	2	1	0	3	0	0	3	0	0	0	0
OTU_3398	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0
OTU_2161	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0
OTU_1087	0	10	0	0	0	9	0	4	1	0	2	0	0	0	0
OTU_2409	1	1	1	0	0	2	0	0	0	0	1	1	0	0	0
OTU_3784	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_2639	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0
OTU_2983	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0
OTU_1047	1	13	1	0	0	11	0	4	0	0	1	1	1	0	0
OTU_1821	1	6	1	0	0	4	0	0	0	1	0	0	0	0	0
OTU_2550	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
OTU_1432	0	3	0	0	0	7	0	5	0	0	2	1	0	0	0
OTU_3658	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
OTU_1734	1	1	0	1	0	1	6	1	1	0	1	1	0	1	0
OTU_1674	2	6	0	0	0	3	0	2	0	0	0	0	3	0	1
OTU_1377	3	0	2	1	0	0	1	0	2	3	2	1	1	1	2
OTU_2519	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_2079	1	1	0	0	0	1	0	2	0	0	1	1	0	0	0
OTU_2680	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1
OTU_2788	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU_1244	2	2	3	2	1	0	1	0	0	1	1	1	1	1	0
OTU_1872	0	8	0	0	0	10	0	5	0	0	2	0	2	0	0
OTU_3147	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1522	1	1	0	0	0	3	1	2	0	0	0	0	0	0	0
OTU_1574	1	1	0	1	0	0	3	0	1	1	0	1	0	0	0
OTU_1384	0	12	1	0	0	8	0	2	0	1	1	0	2	0	0
OTU_2298	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
OTU_1854	0	3	0	0	0	2	0	1	0	0	1	0	0	0	0
OTU_1267	0	0	1	0	0	2	0	1	2	1	4	0	1	1	1
OTU_2636	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0
OTU_1349	5	4	0	2	0	2	2	5	3	0	1	0	2	1	0
OTU_1947	0	5	0	1	0	0	0	2	0	0	0	0	0	0	0
OTU_1123	0	4	0	1	0	2	0	1	4	0	2	1	2	1	0
OTU_3189	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_1990	0	0	0	1	0	1	2	1	1	1	0	0	1	0	0
OTU_2666	0	0	0	0	0	3	0	4	0	0	0	0	1	0	0
OTU_1637	0	4	0	0	0	1	0	1	0	0	0	0	1	0	0
OTU_3442	1	1	0	2	0	0	0	2	0	0	0	0	0	0	0
OTU_1950	1	1	0	0	0	4	0	0	0	0	1	0	0	0	0
OTU_1653	0	5	1	0	0	1	0	1	0	0	0	0	0	0	0
OTU_2332	2	3	0	1	0	1	0	0	0	1	2	0	1	0	0
OTU_2846	1	2	4	2	8	1	6	1	5	0	0	5	0	0	0
OTU_1217	0	5	0	0	3	26	1	5	1	1	0	0	5	0	3
OTU_2759	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3448	0	4	2	1	0	2	0	2	1	0	2	0	1	0	0
OTU_1407	0	7	0	0	0	5	0	5	0	0	0	1	2	0	0
OTU_3391	0	4	0	0	0	2	0	3	0	0	0	0	0	0	0
