taxid	rank	name	childcount	min	max	mode	median	mean	stddev	sum16slist
72274	order	Pseudomonadales	2	1	9			4.26	0.22	[5, 3, 5, 4, 4, 5, 4, 4, 1, 4, 7, 5, 5, 5, 5, 5, 6, 4, 4, 4, 6, 4, 7, 7, 7, 4, 5, 5, 7, 5, 4, 4, 4, 4, 6, 8, 4, 5, 6, 6, 6, 4, 4, 6, 4, 4, 4, 6, 4, 7, 7, 4, 5, 5, 5, 5, 5, 5, 4, 5, 5, 7, 5, 4, 5, 5, 8, 7, 6, 4, 4, 4, 7, 7, 4, 5, 4, 6, 4, 6, 7, 6, 4, 1, 5, 4, 5, 4, 4, 5, 5, 6, 4, 6, 6, 6, 5, 6, 4, 4, 5, 4, 4, 6, 4, 7, 5, 6, 4, 6, 5, 6, 4, 5, 5, 7, 7, 5, 4, 4, 4, 5, 5, 4, 8, 6, 5, 4, 5, 4, 4, 5, 6, 7, 7, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 4, 7, 4, 4, 5, 6, 6, 4, 4, 4, 6, 5, 5, 4, 3, 5, 5, 4, 5, 4, 4, 6, 6, 4, 5, 6, 7, 6, 6, 7, 4, 4, 8, 5, 1, 1, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 6, 4, 6, 4, 4, 4, 4, 4, 7, 4, 7, 4, 4, 4, 5, 5, 5, 4, 7, 5, 5, 7, 5, 5, 6, 7, 6, 4, 3, 5, 4, 4, 4, 4, 4, 8, 4, 4, 4, 4, 4, 4, 4, 4, 5, 4, 4, 4, 4, 4, 7, 6, 5, 5, 7, 4, 4, 4, 6, 7, 7, 7, 7, 6, 4, 7, 5, 6, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 6, 7, 7, 4, 7, 9, 7, 6, 6, 7, 7, 5, 6, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 4, 4, 4, 5, 4, 6, 4, 4, 4, 4, 4, 4, 6, 4, 4, 4, 4, 4, 6, 4, 4, 4, 6, 6, 4, 4, 6, 5, 4, 4, 4, 7, 4, 4, 6, 5, 4, 4, 4, 4, 4, 4, 5, 5, 4, 5, 5, 7, 4, 5, 8, 7, 5, 7, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 7, 7, 5, 4, 4, 4, 6, 4, 4, 4, 4, 4, 6, 6, 4, 4, 6, 4, 6, 7, 4, 4, 4, 5, 6, 6, 5, 7, 6, 6, 4, 4, 7, 5, 6, 7, 7, 4, 4, 5, 6, 6, 4, 4, 4, 4, 4, 7, 7, 4, 4, 4, 4, 4, 4, 5, 7, 5, 7, 4, 5, 4, 4, 5, 5, 5, 5, 6, 5, 4, 4, 5, 6, 4, 4, 5, 4, 5, 5, 5, 5, 5, 5, 5, 4, 6, 6, 5, 4, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 7, 4, 4, 6, 4, 4, 5, 4, 8, 4, 5, 4, 4, 4, 7, 4, 3, 5, 2, 5, 3, 6, 6, 6, 6, 6, 6, 3, 4, 5, 3, 3, 4, 4, 5, 4, 6, 4, 4, 5, 5, 5, 3, 3, 5, 4, 6, 6, 6, 7, 6, 6, 6, 2, 6, 6, 4, 6, 6, 6, 6, 6, 1, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 6, 6, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 7, 6, 6, 6, 7, 7, 7, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7, 6, 7, 6, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 6, 6, 6, 7, 7, 7, 6, 6, 6, 6, 6, 7, 7, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 7, 6, 6, 7, 6, 6, 6, 6, 6, 6, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 8, 5, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 6, 7, 6, 6, 6, 7, 6, 6, 6, 6, 6, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
	order	"Sphingobacteriales"	4	1	8			2.54	1.05	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 2, 3, 2, 1, 6, 2, 2, 2, 3, 2, 2, 3, 3, 1, 1, 2, 4, 3, 5, 3, 3, 3, 7, 6, 4, 4, 5, 4, 3, 4, 4, 4, 4, 4, 8, 7, 7, 6, 2, 4, 4, 4, 7, 3, 3, 2, 4, 3, 3, 3, 2, 3, 2, 3]
188710	order	Thermodesulfobacteriales	1	1	2			1.33	0.00	[1, 1, 1, 1, 2]
135614	order	Xanthomonadales	2	1	4			1.80	0.30	[2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 2, 3, 4, 4, 4, 4, 4, 2, 4, 3, 4, 3, 4, 4, 3, 4, 2, 4, 4, 1, 4, 4, 4, 3, 4, 4, 2, 1, 1, 2, 2, 4, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 2]
909929	order	Selenomonadales	2	3	15			5.45	0.70	[4, 4, 4, 4, 4, 4, 4, 7, 4, 4, 4, 9, 15, 7, 7, 7, 6, 6, 5, 5, 5, 4, 12, 5, 6, 3, 5, 5]
526525	order	Erysipelotrichales	1	3	14			9.47	0.00	[14, 7, 3, 4, 9, 5, 5, 7, 3, 6, 9, 12, 5, 9, 9, 9, 11]
112	order	Planctomycetales	1	1	8			1.99	0.00	[2, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 2, 2, 2, 3, 1, 2, 2, 1, 1, 1, 8, 3, 5, 2, 5, 4, 3, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 2, 2, 1, 1]
292629	order	Anaerolineales	1	1	2			1.40	0.00	[2, 1, 1, 2, 1]
1644060	order	Natrialbales	1	2	5			3.00	0.00	[2, 3, 3, 3, 2, 3, 3, 4, 3, 3, 3, 3, 3, 3, 2, 4, 2, 5]
204457	order	Sphingomonadales	2	1	5			1.62	0.36	[2, 1, 3, 3, 2, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 3, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 3, 2, 2, 2, 3, 2, 2, 2, 4, 2, 2, 2, 2, 3, 2, 2, 3, 3, 3, 1, 1, 1, 3, 3, 2, 2, 3, 4, 2, 3, 2, 2, 3, 2, 3, 2, 4, 4, 4, 4, 2, 4, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1]
1644055	order	Haloferacales	1	2	3			2.03	0.00	[2, 2, 2, 2, 3, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
213115	order	Desulfovibrionales	3	1	7			2.28	0.39	[3, 3, 4, 5, 4, 3, 5, 5, 2, 2, 5, 3, 3, 1, 3, 2, 3, 3, 4, 7, 3, 2, 2, 2, 2, 2]
206351	order	Neisseriales	1	1	10			5.71	0.00	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 4, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 7, 7, 7, 8, 4, 10, 9, 5, 5, 8, 8, 8, 2, 7, 5, 4, 4, 4, 4]
2182	order	Methanococcales	2	2	4			2.14	0.14	[2, 3, 3, 4, 2, 3, 3, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
2085	order	Mycoplasmatales	1	1	5			1.80	0.00	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1, 1, 2, 2, 2, 2, 1, 1, 2, 1, 2, 2, 1, 1, 2, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 2, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 2, 2, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 2, 2, 2, 1, 2, 2, 3, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 3, 1, 2, 2, 1, 3, 2, 2, 2, 2, 2, 2, 3, 2, 1, 3, 1, 1, 3, 1, 3, 2, 5, 3, 1, 1, 5, 1, 3, 1, 1, 3, 3, 2, 1, 3, 2, 2, 2, 1, 2, 2]
204458	order	Caulobacterales	2	1	3			1.75	0.25	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 3, 3, 1, 1, 2, 2, 1]
191411	order	Chlorobiales	1	1	3			1.70	0.00	[2, 2, 2, 1, 2, 1, 2, 2, 3, 3, 1, 2, 1, 2, 2, 2]
2281	order	Sulfolobales	1	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
94695	order	Methanosarcinales	2	1	3			2.00	0.50	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 2, 3, 2, 2, 1]
68295	order	Thermoanaerobacterales	2	1	4			2.53	0.53	[4, 4, 1, 1, 1, 2, 1, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 3, 2, 2, 2]
68985	order	Methanopyrales	1	1	1			1.00	0.00	[1]
2266	order	Thermoproteales	2	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2258	order	Thermococcales	1	1	2			1.33	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]
85004	order	Bifidobacteriales	1	2	6			2.33	0.00	[4, 4, 5, 4, 2, 4, 4, 4, 3, 4, 3, 3, 3, 4, 4, 3, 3, 2, 4, 4, 4, 3, 4, 4, 4, 2, 4, 4, 4, 2, 2, 2, 2, 2, 3, 2, 3, 3, 3, 4, 5, 5, 4, 5, 5, 4, 4, 4, 4, 2, 4, 2, 5, 6, 4, 5, 3, 4, 2, 3, 3, 3, 3, 3, 4, 4, 3, 3, 4, 4, 4, 2, 4, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 4, 3, 4, 4, 4, 3, 3, 4, 3, 4, 2, 5, 3, 3, 4, 4, 4, 4, 2, 3, 4, 4, 4, 2, 4, 4, 5, 4, 4, 3, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
118969	order	Legionellales	2	1	4			2.38	0.72	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 4, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 4, 4, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 4, 3, 3, 3, 4, 4, 3]
213849	order	Campylobacterales	2	1	6			3.20	0.22	[1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 2, 1, 2, 3, 1, 2, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 4, 5, 5, 5, 6, 6, 6, 4, 5, 5, 4, 6, 5, 6, 5, 5, 4, 5, 4, 4, 5, 4, 5, 6, 6, 5, 3, 2, 2, 4, 3, 2, 3, 3, 3]
68933	order	Thermales	1	1	3			2.24	0.00	[2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3]
135618	order	Methylococcales	1	1	3			2.20	0.00	[2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 2]
2419	order	Thermotogales	2	1	4			1.95	0.95	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 3, 4, 4, 4, 2, 2, 2, 2]
118964	order	Deinococcales	2	2	5			2.69	0.69	[3, 4, 4, 3, 4, 5, 4, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 4, 2]
32069	order	Aquificales	3	1	3			1.58	0.51	[2, 1, 1, 2, 2, 2, 2, 2, 1, 1, 3, 2, 2, 1]
2158	order	Methanobacteriales	2	2	4			2.21	0.21	[2, 2, 2, 2, 2, 4, 2, 4, 2, 2, 3, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 3, 2]
2231	order	Archaeoglobales	1	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1]
72273	order	Thiotrichales	3	1	6			2.68	0.48	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 2, 2, 3, 3, 1, 1, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 2]
1202465	order	Dehalococcoidales	1	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
32003	order	Nitrosomonadales	1	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
219686	order	Gemmatimonadales	1	1	2			1.67	0.00	[1, 2, 2]
235899	order	Nautiliales	1	2	4			3.40	0.00	[3, 4, 4, 2, 4, 4]
191393	order	Deferribacterales	2	1	2			1.50	0.50	[2, 2, 2, 2, 2, 1]
570264	order	Methanocellales	1	2	3			2.33	0.00	[2, 3, 2]
186329	order	Acholeplasmatales	1	2	4			2.19	0.00	[2, 2, 2, 2, 2, 2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 3]
119069	order	Hydrogenophilales	1	2	3			2.50	0.00	[2, 3]
213462	order	Syntrophobacterales	2	1	2			1.50	0.50	[1, 1, 1, 2, 2]
2191	order	Methanomicrobiales	4	1	4			2.62	0.96	[4, 3, 1, 1, 1, 2, 1, 1, 3]
32003	order	Methylophilales	1	1	3			2.00	0.00	[2, 2, 3, 2, 1, 2, 2, 2]
135624	order	Aeromonadales	1	7	11			8.18	0.00	[10, 9, 10, 11, 10, 9, 10, 10, 10, 10, 10, 10, 10, 11, 10, 9, 10, 10, 10, 10, 11, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 7, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 9, 10, 10, 10, 10, 10, 10, 10, 10, 9, 10, 10, 10, 8, 7, 8, 8, 8]
1191478	order	Magnetococcales	1	3	3			3.00	0.00	[3]
135615	order	Cardiobacteriales	1	3	3			3.00	0.00	[3, 3]
31932	order	Nitrosopumilales	1	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
1643947	order	Petrotogales	1	2	3			2.67	0.00	[2, 3, 3, 3]
415000	order	Opitutales	1	1	2			1.20	0.00	[1, 1, 2, 1, 1]
485256	order	Natranaerobiales	1	4	4			4.00	0.00	[4]
641854	order	Elusimicrobiales	1	1	1			1.00	0.00	[1]
48461	order	Verrucomicrobiales	1	3	3			3.00	0.00	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
225057	order	Acidithiobacillales	1	2	2			2.00	0.00	[2, 2, 2, 2, 2, 2, 2, 2]
	order	"Dictyoglomales"	1	2	2			2.00	0.00	[2, 2]
	order	"Nitrospirales"	1	1	3			1.42	0.00	[1, 1, 1, 1, 1, 3, 2, 2, 2]
189776	order	Thermomicrobiales	1	2	2			2.00	0.00	[2]
1643946	order	Kosmotogales	1	2	2			2.00	0.00	[2, 2, 2]
	order	"Fusobacteriales"	2	3	8			5.42	1.22	[5, 4, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 4, 5, 5, 3, 5, 5, 5, 5, 3, 4, 4, 4, 4, 5, 4, 5, 5, 3, 5, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 8, 7, 7, 6, 6, 5, 5, 6, 6, 6, 6, 7, 7, 7, 5, 8]
	order	"Fibrobacterales"	1	3	3			3.00	0.00	[3, 3]
649776	order	Synergistales	1	2	5			3.20	0.00	[3, 3, 3, 2, 5]
588673	order	Solirubrobacterales	1	1	1			1.00	0.00	[1, 1]
32003	order	Gallionellales	1	2	3			2.67	0.00	[2, 3, 3]
415001	order	Puniceicoccales	1	2	2			2.00	0.00	[2]
453227	order	Desulfarculales	1	1	1			1.00	0.00	[1]
871006	order	Acidilobales	2	1	1			1.00	0.00	[1, 1, 1]
	order	"Parvularculales"	1	1	1			1.00	0.00	[1]
189769	order	Chrysiogenales	1	3	3			3.00	0.00	[3]
1485951	order	Desulfurobacteriales	1	2	3			2.50	0.00	[3, 2]
213113	order	Desulfurellales	1	2	2			2.00	0.00	[2, 2]
213481	order	Bdellovibrionales	2	1	2			1.81	0.19	[2, 2, 1, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2]
795748	order	Ignavibacteriales	1	1	1			1.00	0.00	[1, 1]
685948	order	Fervidicoccales	1	1	1			1.00	0.00	[1]
475963	order	Caldilineales	1	2	2			2.00	0.00	[2]
666506	order	Phycisphaerales	1	1	1			1.00	0.00	[1, 1, 1]
693072	order	Caldisericales	1	1	1			1.00	0.00	[1]
32003	order	Sulfuricellales	1	2	3			2.50	0.00	[2, 3]
1235850	order	Methanomassiliicoccales	1	1	2			1.12	0.00	[1, 1, 1, 1, 2, 1, 1, 1]
1033996	order	Nitrososphaerales	1	1	2			1.29	0.00	[1, 1, 1, 2, 1, 1, 2]
1240482	order	Orbales	1	4	4			4.00	0.00	[4, 4]
1663425	order	Fimbriimonadales	1	2	2			2.00	0.00	[2]
29	order	Myxococcales	4	2	4			2.72	0.77	[2, 3, 3, 2, 2, 2, 2, 2, 4, 4, 4, 3, 4, 3, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 2, 4, 4, 4, 4, 4, 3, 4, 4]
	order	"Mariprofundales"	1	1	2			1.50	0.00	[2, 1]
278082	order	Victivallales	1	4	4			4.00	0.00	[4]
	order	"Salinisphaerales"	1	2	2			2.00	0.00	[2]
1779134	order	Bradymonadales	1	3	5			3.67	0.00	[5, 3, 3]
908621	order	Euzebyales	1	1	2			1.50	0.00	[2, 1]
	order	Nitriliruptorales	1	2	2			2.00	0.00	[2]
	order	Sneathiellales	1	1	1			1.00	0.00	[1]
1127829	order	Candidatus Brocadiales	1	1	1			1.00	0.00	[1]
84993	order	Acidimicrobiales	1	1	2			1.50	0.00	[1, 2]
84999	order	Coriobacteriales	1	1	5			2.46	0.00	[2, 2, 2, 2, 3, 2, 2, 1, 3, 3, 1, 2, 4, 4, 2, 2, 2, 2, 3, 5, 5, 5, 5, 3, 3]
84996	order	Rubrobacterales	1	1	1			1.00	0.00	[1, 1, 1, 1]
	order	"Chloroflexales"	1	2	3			2.50	0.00	[2, 2, 3, 3, 3]
85001	order	Sphaerobacterales	1	2	2			2.00	0.00	[2]
