OTUID	B1	B1D1	B1D2	B1D3	B1D4	B1D5	B1L1	B1L2	B1L3	B1L4	B1L5	B1R1	B1R2	B1R3	B1R4	B1R5	B1U1	B1U2	B1U3	B1U4	B1U5	B2	B2D1	B2D2	B2D3	B2D4	B2D5	B2L1	B2L2	B2L3	B2L4	B2L5	B2R1	B2R2	B2R3	B2R4	B2R5	B2U1	B2U2	B2U3	B2U4	B2U5	B3	B3D1	B3D2	B3D3	B3D4	B3D5	B3L1	B3L2	B3L3	B3L4	B3L5	B3R1	B3R2	B3R3	B3R4	B3R5	B3U1	B3U2	B3U3	B3U4	B3U5	T0	T0D1	T0D2	T0D3	T0D4	T0D5	T0D6	T0L1	T0L2	T0L3	T0L4	T0L5	T0L6	T0R1	T0R2	T0R3	T0R4	T0R5	T0R6	T0U1	T0U2	T0U3	T0U4	T0U5	T0U6	T1	T1D1	T1D2	T1D3	T1D4	T1D5	T1D6	T1L1	T1L2	T1L3	T1L4	T1L5	T1L6	T1R1	T1R2	T1R3	T1R4	T1R5	T1R6	T1U1	T1U2	T1U3	T1U4	T1U5	T1U6	DL1	DL10	DL30	DL5	DL75	DR1	DR10	DR30	DR5	DR75	HA0	UL1	UL10	UL30	UL5	UL75	UR1	UR10	UR30	UR5	UR75
OTU_5293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_190	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	2	1	0	1	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	225	298	78	75	20	129	57	52	215	38	220	103	124	109	244	174	433	38	26	25	55
OTU_3	223	304	651	223	416	346	188	776	90	446	557	428	242	393	1	6	587	316	197	263	361	1	231	118	98	123	83	124	1	370	162	89	60	29	108	205	331	139	151	318	292	73	817	542	298	427	41	250	352	591	342	521	241	266	153	442	392	150	363	607	7	965	223	841	582	538	531	634	968	373	303	816	690	257	393	693	422	615	247	1122	735	658	795	288	274	368	609	331	783	7	703	675	418	940	20	823	458	4	8	4	614	698	548	553	995	895	599	544	433	839	727	520	898	0	2	0	1	1	3	7	5	1	0	6	4	65	0	22	2	13	1	3	4	0
OTU_6631	2	2	9	9	7	0	3	13	1	6	1	2	3	3	1	6	1	22	7	6	14	0	3	1	2	0	1	2	1	6	0	0	0	0	0	3	5	2	4	9	8	2	15	2	2	2	9	0	6	3	7	13	8	5	4	3	3	8	11	37	11	7	10	29	27	47	92	1	24	4	18	22	48	13	3	42	116	240	4	2	4	37	43	14	22	4	1	8	17	4	6	12	1	15	9	11	10	3	4	1	9	8	51	11	29	3	23	12	90	10	17	78	18	14	16	2	5	2	41	29	11	15	1	18	18	45	34	16	13	13	8	21	13	8
OTU_301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	26	0	0	0	0	0	0	0	22	0	2	1	0	1	0	0	0	0	7
OTU_19378	0	2	4	4	15	2	0	4	5	4	0	3	4	0	0	0	0	7	4	3	1	0	5	10	2	2	1	4	0	2	3	6	1	1	4	3	4	5	3	3	5	4	2	1	2	4	0	3	6	5	5	6	2	3	1	2	0	2	0	1	0	3	1	2	7	7	8	7	3	7	3	2	6	2	5	2	0	1	3	6	2	3	3	3	4	6	1	4	4	0	2	2	2	1	0	2	3	0	0	0	4	4	2	2	3	2	1	5	1	1	3	5	3	6	3	6	7	2	4	4	7	3	1	8	15	4	3	6	6	1	2	4	3	4
OTU_94673	0	1	7	0	3	0	0	6	0	0	0	0	1	2	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	5	0	0	0	5	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	4	0	0	1	3	0	2	1	0	0	1	2	0	0	1	1	3	0	1	0	3	0	1	1	0	2	2	1	0	0	0	2	0	0	0	3	1	1	0	0	2	1	1	0	2	1	5	0	4	8	2	3	2	10	16	13	2	12	4	8	1	6	3	3	2	7	11	6	5
OTU_14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	503	466	183	55	50	59	92	4	143	1	372	297	274	40	389	132	63	96	1	151	53
OTU_53255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	4	0	0	3	4	2	3	0	0	1	2	1	0	2	4	0	2	1	10
OTU_87768	7	6	6	3	20	13	4	13	7	29	8	9	2	5	5	2	8	5	7	1	10	0	6	6	12	7	11	2	0	9	10	3	2	3	4	14	3	5	19	21	20	3	4	4	7	8	1	12	18	9	12	16	5	5	16	6	6	13	2	8	1	7	7	0	1	0	1	2	1	1	0	4	2	2	8	9	0	2	0	0	2	2	4	1	0	0	0	1	2	0	1	1	2	0	0	1	1	0	0	0	1	0	4	0	1	0	0	3	4	0	0	3	2	26	68	51	16	48	60	38	5	113	274	233	193	260	417	188	7	35	64	101	10	0
OTU_2	2	0	0	0	0	0	0	2	0	2	0	1	0	0	3	2	2	3	2	3	2	3	1	0	0	1	1	2	1	2	0	2	1	9	0	6	11	0	1	2	2	0	0	0	13	5	4	1	1	0	0	1	8	6	9	1	8	5	5	0	9	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1	9	7	3	0	0	0	0	1	0	0	0	4	0	1	0	0	943	2896	1191	98	50	305	447	501	115	142	1599	1545	752	372	2167	655	75	94	261	12	131
OTU_1770	1	6	6	0	0	0	0	7	0	0	0	1	3	7	0	1	1	5	32	0	6	0	0	0	0	0	0	0	0	0	1	3	0	0	0	2	2	0	0	0	0	0	3	0	1	0	1	0	0	1	0	6	0	1	0	2	0	0	1	5	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	3	0	0	0	0	0	1	0	0	2	0	1	1	0	0	1	0	2	0	3	0	0	6	2	1	0	6	5	3	2	1	2	4	3	4	4	5	1	1	4	6	2	5
OTU_12	17	31	31	10	13	25	22	24	26	16	30	14	26	49	56	33	21	66	82	3	30	3	4	6	34	3	42	36	1	4	16	11	4	8	4	12	25	0	2	44	22	0	5	5	5	7	3	1	2	5	10	1	2	1	3	7	39	15	2	11	18	26	1	1	1	1	0	1	0	2	0	1	0	2	0	0	2	0	0	2	2	0	0	1	0	1	0	0	1	0	2	0	1	3	0	0	0	0	4	3	1	3	1	0	0	0	17	1	0	0	1	5	0	519	340	875	114	45	180	401	68	325	782	191	556	540	414	444	97	217	398	182	575	68
OTU_321	3	5	2	0	0	0	1	1	1	4	2	0	1	0	1	0	0	0	3	2	4	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3	1	1	2	1	1	2	5	5	3	1	1	0	1	4	0	3	4
OTU_156	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	2	1	0	0	2	0	0	0	3	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	12	27	9	271	5	63	43	16	29	50	22	58	45	30	126	7	18	84	37	184	27
OTU_7780	2	7	6	5	1	9	8	2	24	4	2	5	5	2	1	2	3	1	4	3	1	3	9	6	17	9	10	5	4	4	7	13	2	5	7	2	12	14	16	10	26	6	4	2	2	5	9	5	9	12	15	12	18	2	3	10	1	4	7	5	3	1	7	1	0	1	1	0	3	0	0	1	5	0	3	0	1	1	2	4	4	2	4	0	1	0	3	3	5	0	5	3	4	1	0	1	3	0	0	0	2	1	2	2	0	2	0	0	2	2	4	5	2	0	0	4	0	0	0	0	0	0	4	2	0	0	0	0	3	0	0	1	1	0
OTU_18739	1	0	0	0	2	0	0	1	0	4	0	1	1	1	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	3	3	3	4	2	2	6	2	2	2	2	1	2	0	3	1	1	1	0	0	3	3	2	1	2	2	2	3	2	4	3	1	2	7	4	3	0	1	1	2	1	3	5	3	0	4	3	2	2	2	3	1	1	1	2	2	2	2	3	2	0	4	3	1	0	0	0	4	1	1	2	2	16	27	18	2	7	9	7	19	11	3	9	8	22	10	16	186	0	25	4	53	40
OTU_29	0	4	0	0	5	0	0	3	1	0	1	1	7	2	1	0	1	36	7	0	27	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	1	1	0	1	7	3	2	2	0	3	0	14	13	7	6	3	0	2	0	0	1	0	0	2	4	0	0	0	0	0	1	0	1	4	2	0	2	7	0	0	0	4	1	0	3	0	7	6	0	2	0	0	0	0	0	0	2	0	0	1	5	0	2	0	1	5	6	1	2	506	374	170	247	150	600	503	188	431	85	347	371	429	231	274	333	318	263	186	314	655
OTU_15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	284	142	193	151	220	236	40	263	47	276	203	249	205	280	322	103	247	132	308	221
OTU_9297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	5	6	2	9	11	17	2	34	17	18	14	2	5	3	11	3	1	9	64
OTU_617	3	0	3	0	1	0	0	5	0	5	0	1	0	5	1	0	1	4	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	2	0	0	0	2	0	2	0	1	2	0	1	0	0	1	1	0	1	0	1	1	0	2	0	0	0	1	3	0	2	0	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	2	0	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	23	4	7	15	2	29	19	1	10	15	13	7	5	11	4	4	10	14	30	2	7
OTU_66426	2	0	0	0	0	0	34	0	0	1	0	0	0	0	3	15	0	0	0	0	0	3	0	0	0	0	2	1	4	0	0	0	1	2	0	0	8	0	0	0	0	0	0	0	4	2	1	1	0	0	0	0	1	4	2	0	4	1	1	0	6	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	275	21	15	13	10	58	1	37	54	124	301	267	110	295	1	13	74	110	60	0
OTU_13765	9	5	0	3	4	8	4	1	3	4	2	1	3	3	1	0	1	0	5	0	4	2	5	3	5	5	1	2	0	3	1	5	2	3	5	3	3	0	2	3	4	6	2	5	2	5	0	6	11	2	5	8	4	3	4	4	1	0	2	4	0	2	0	1	2	0	1	0	0	0	0	2	1	0	3	4	0	2	2	0	1	1	0	0	1	0	4	2	2	0	0	0	2	1	0	1	3	0	1	0	2	1	3	0	3	1	0	1	0	1	1	0	0	145	141	214	59	19	122	69	35	55	78	119	195	121	45	130	75	141	16	10	19	94
OTU_87489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	14	4	4	17	12	42	13	17	9	6	4	7	9	15	10	9	16	2	27
OTU_3658	2	3	0	0	1	3	2	0	0	0	0	3	0	0	0	0	0	3	0	0	1	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	7	211	7	0	4	8	1	17	178	5	15	14	26	2	8	25	8	16	3	9
OTU_642	11	9	22	8	8	23	0	6	6	9	17	5	10	7	1	2	9	21	6	3	16	3	15	12	10	19	6	6	4	8	10	18	5	3	13	9	5	10	24	1	9	1	5	4	0	3	2	5	2	10	9	1	2	3	2	4	4	1	1	4	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	2	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	7	4	0	1	7	14	7	1	1	0	0	0	0	0	7	83	6	0	3	10
OTU_11970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	3	0	0	4	5	1	1	2	2	2	4	0	2	4	0	7	3	4	6
OTU_52296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_105490	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	1	1	1	1	2	0	1	0	0	2	0	4	2	7	0	2	2	0	2	2	1	1	1	0	0	0	1	0	0	1	0	0	2	0	0	0	2	0	1	0	5	3	1	0	0	1	0	2	0	24	20	14	31	25	42	42	19	17	8	40	27	27	29	18	22	14	20	48	25	34
OTU_86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	2	8	198	5	61	19	33	68	11	6	7	43	176	5	53	96	100	233	64	21
OTU_4	52	40	40	27	29	95	18	22	91	18	70	13	58	60	28	15	59	38	43	15	18	64	79	35	74	115	77	60	52	46	90	122	94	59	48	45	36	101	119	55	39	28	53	26	64	61	24	49	28	42	52	55	55	39	54	36	34	30	36	33	15	43	29	13	12	10	5	3	6	4	6	7	3	8	8	6	13	21	4	11	12	4	12	15	14	7	8	4	5	18	10	13	4	8	11	12	14	15	5	5	7	13	14	8	17	3	1	12	6	5	5	12	7	559	489	706	220	84	475	319	163	513	394	364	387	480	339	470	601	540	265	122	298	192
OTU_454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	3	1	1	10	8	1	2	0	24	34	16	7	5	6	4	5	4	1	3
OTU_54199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	1	0	1	2	0	0	0	0	0	0	0	1	1	1	0
OTU_79898	7	15	12	7	11	0	4	26	8	12	25	5	5	9	0	0	5	61	7	2	22	0	0	1	0	0	1	2	0	6	1	0	0	0	0	1	5	0	0	7	0	0	10	10	7	7	1	16	7	7	5	2	6	2	5	3	19	3	2	4	0	22	0	16	4	6	12	11	14	12	7	9	10	14	7	8	13	7	3	22	30	17	10	7	5	7	5	15	18	0	24	10	8	7	0	10	6	0	3	0	14	4	10	16	13	12	11	5	5	18	20	16	11	0	0	0	1	1	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	1
OTU_65991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	2	0	2	0	0	6	0	0	0	3	0
OTU_32513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	2	0	1	2	0	0	0	0	0	2	3	5	0	4	2	0	2	0
OTU_229	5	4	36	3	4	0	11	23	1	3	21	1	2	1	2	36	0	13	3	0	5	0	1	1	0	0	0	41	0	13	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	1	5	0	2	1	0	1	0	0	0	6	1	0	0	1	14	0	0	0	1	0	7	1	3	0	1	0	0	0	0	9	0	2	19	12	0	0	0	3	5	7	1	5	2	38	6	1	1	0	0	0	2	0	4	0	7	1	0	0	4	0	3	1	4	1	0	0	83	23	12	16	23	106	96	10	84	120	27	18	40	64	21	28	16	66	139	25	27
OTU_7606	11	29	6	11	11	66	3	12	44	11	13	4	29	26	3	0	7	18	28	8	16	3	33	12	21	25	22	22	1	11	22	69	21	16	33	17	8	41	47	13	5	5	6	9	6	4	2	5	5	9	10	13	9	8	5	5	6	3	4	3	0	2	0	3	3	6	3	2	0	5	2	1	2	2	3	2	0	4	1	2	10	1	13	1	15	1	2	5	30	0	11	5	7	4	2	5	9	2	1	0	3	7	4	3	5	3	1	7	5	5	7	8	0	64	39	117	16	14	42	41	146	88	99	22	23	66	69	31	171	153	36	37	32	202
OTU_76483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	2	0	1	1	1	0	2	0	0	0	3	0	1	4	0	0
OTU_42302	0	2	0	3	0	3	0	1	5	0	1	0	2	3	1	1	0	2	1	1	1	1	2	1	4	3	2	2	0	0	2	10	2	3	3	1	0	3	5	0	0	1	2	1	1	2	1	4	0	0	0	0	3	0	0	1	2	1	0	0	0	0	0	3	0	2	2	0	0	0	1	0	0	0	2	0	0	0	1	0	1	0	0	1	2	0	3	0	1	0	2	0	0	0	0	1	1	1	0	0	0	0	2	0	1	0	2	0	0	2	0	0	0	4	0	5	0	0	3	2	4	2	1	0	0	2	2	1	7	8	3	1	1	7
OTU_141	40	26	80	4	6	0	45	45	18	22	183	3	16	11	2	20	14	41	10	1	16	2	0	2	0	0	0	4	0	9	1	9	0	2	0	1	2	0	0	2	0	0	1	2	1	1	3	1	2	1	0	0	0	2	2	5	32	1	3	1	2	24	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	14	17	24	4	33	89	8	18	28	3	5	7	14	5	3	22	24	22	18	5
OTU_169	74	52	105	6	23	46	140	21	87	9	83	4	62	42	23	37	41	33	55	3	28	11	6	6	8	11	62	116	0	5	68	15	12	4	1	6	12	1	2	15	0	1	6	38	15	9	13	15	11	10	11	7	5	10	11	7	23	19	3	4	5	16	2	0	1	0	0	2	0	2	0	0	0	1	6	0	0	0	0	2	3	2	0	0	0	1	2	1	2	3	0	2	0	0	0	0	1	0	0	2	0	0	3	2	1	3	14	1	0	1	5	0	4	0	9	30	0	0	2	8	8	2	11	1	0	1	0	2	0	1	2	2	5	2
OTU_49	22	21	17	7	10	0	15	11	9	7	33	4	27	21	31	31	12	44	17	3	44	2	1	0	1	0	0	21	0	6	1	0	3	2	0	4	5	0	0	0	0	0	0	3	3	2	0	12	1	1	1	1	2	0	0	4	12	5	2	2	0	12	1	4	2	1	1	0	1	6	1	0	1	4	1	2	5	1	1	4	19	4	1	5	3	2	6	3	3	4	8	8	4	1	1	3	1	0	13	5	2	1	4	3	8	8	1	1	2	12	2	4	3	50	60	73	87	21	79	57	73	139	105	37	17	67	95	44	42	56	174	125	157	102
OTU_7	41	59	103	130	138	9	81	116	116	106	63	19	185	213	85	106	69	82	130	25	108	16	31	28	31	8	62	438	13	36	108	42	25	27	18	37	111	33	23	102	76	176	213	203	170	188	116	236	141	371	111	134	190	155	93	128	109	130	128	113	60	343	46	66	36	60	24	90	40	71	58	50	37	39	54	20	26	22	41	59	56	36	48	40	55	54	50	49	38	37	72	35	50	52	20	45	34	50	41	57	53	61	48	37	50	76	18	42	25	67	29	25	41	89	98	58	25	14	32	44	156	84	132	37	65	72	58	117	48	37	90	35	149	4
OTU_473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	2	4	1	34	0	29	29	0	55	17	1	1	18	23	16	1	11	38	59	45	0
OTU_22288	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	5	5	9	12	15	10	9	3	8	11	8	8	7	8	1	10	10	13	12
OTU_940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	6	0	0	6	33	0	3	4	10	0	5	1	2	2	0	5	1	15
OTU_20654	3	10	9	0	3	0	0	21	5	11	0	0	3	16	11	8	1	30	40	1	19	0	4	4	1	0	0	24	0	28	0	4	1	2	2	3	18	0	1	3	2	0	5	3	2	2	2	2	5	3	4	0	0	2	0	10	1	9	3	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	69	51	57	69	115	122	43	95	36	63	64	68	57	34	63	102	74	63	67	111
