OTUID	B1	B1D1	B1D2	B1D3	B1D4	B1D5	B1L1	B1L2	B1L3	B1L4	B1L5	B1R1	B1R2	B1R3	B1R4	B1R5	B1U1	B1U2	B1U3	B1U4	B1U5	B2	B2D1	B2D2	B2D3	B2D4	B2D5	B2L1	B2L2	B2L3	B2L4	B2L5	B2R1	B2R2	B2R3	B2R4	B2R5	B2U1	B2U2	B2U3	B2U4	B2U5	B3	B3D1	B3D2	B3D3	B3D4	B3D5	B3L1	B3L2	B3L3	B3L4	B3L5	B3R1	B3R2	B3R3	B3R4	B3R5	B3U1	B3U2	B3U3	B3U4	B3U5	T0	T0D1	T0D2	T0D3	T0D4	T0D5	T0D6	T0L1	T0L2	T0L3	T0L4	T0L5	T0L6	T0R1	T0R2	T0R3	T0R4	T0R5	T0R6	T0U1	T0U2	T0U3	T0U4	T0U5	T0U6	T1	T1D1	T1D2	T1D3	T1D4	T1D5	T1D6	T1L1	T1L2	T1L3	T1L4	T1L5	T1L6	T1R1	T1R2	T1R3	T1R4	T1R5	T1R6	T1U1	T1U2	T1U3	T1U4	T1U5	T1U6	DL1	DL10	DL30	DL5	DL75	DR1	DR10	DR30	DR5	DR75	HA0	UL1	UL10	UL30	UL5	UL75	UR1	UR10	UR30	UR5	UR75
OTU_30227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0	0	6	0	0	0	0	0	2	0	3	1	0	2	0
OTU_16803	2	5	0	0	1	0	3	2	1	2	9	1	0	1	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	2	1	0	1	0	0	0	0	0	1	0	0	0	0
OTU_2696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	2	3	0	0	1	4	0	0	0	0	2	0	3	0	4
OTU_63798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	9	0	8	1	2	3	6	1	6	4	5	2	6	1	0	4	1	6
OTU_65695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
OTU_56	74	73	59	103	58	2	57	48	24	69	47	47	116	45	37	14	60	123	68	25	84	26	36	16	16	7	11	52	4	44	23	44	14	12	33	25	24	24	29	52	40	15	52	68	66	54	22	108	64	90	78	60	49	53	41	97	55	26	38	40	34	57	23	13	23	23	27	3	9	8	22	14	15	9	21	10	20	14	2	4	17	3	15	8	9	9	16	6	16	20	12	15	23	15	7	18	39	7	26	3	8	33	29	18	24	12	5	41	101	14	9	21	6	20	36	17	33	15	48	46	84	80	33	14	31	43	42	46	59	82	75	33	108	75
OTU_166	15	13	11	12	8	1	1	31	5	16	34	11	22	15	10	13	8	21	11	3	15	1	3	0	1	0	1	7	0	5	2	2	1	4	1	8	5	2	1	5	1	0	0	3	10	4	6	30	2	7	8	0	1	2	2	7	8	5	3	5	2	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	2	0	1	1	1	0	1	0	0	1	1	0	2	1	0	0	0	0	2	0	0	11	23	18	30	15	39	47	59	132	43	9	3	49	67	19	17	81	71	39	119	115
OTU_77	9	8	11	13	6	40	6	6	11	12	15	14	9	12	2	24	18	5	10	10	3	20	17	8	22	24	32	12	12	9	20	12	19	21	9	17	4	18	17	13	3	2	6	4	3	3	6	2	2	6	5	1	15	2	3	4	1	5	4	2	7	2	8	0	1	2	4	1	3	5	3	3	3	0	6	1	4	2	2	1	2	2	2	2	1	1	1	4	6	1	8	3	4	2	7	0	6	7	3	1	2	5	4	5	2	1	18	4	7	5	8	11	0	57	44	66	30	6	66	36	73	19	41	34	66	44	30	107	55	25	20	25	26	16
OTU_10542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_65032	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	11	7	4	10	12	16	7	8	5	7	2	9	23	5	3	3	13	7	12	15
OTU_704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	8	4	0	2	0	3	0	1	0	5	1	0	0	1	45	6	3	1	1	9
OTU_7864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	2	1	6	7	2	1	2	0	20	12	8	3	4	4	1	8	5	0	6
OTU_267	13	14	15	4	3	0	5	24	4	3	5	2	12	20	14	7	1	11	30	0	18	4	0	1	0	0	1	2	1	1	1	1	3	0	0	4	3	0	0	1	1	8	1	2	4	4	6	4	4	4	4	5	3	4	3	2	38	5	2	2	3	10	6	11	13	6	8	9	29	19	7	7	11	4	12	6	8	5	5	7	7	8	9	5	8	10	8	12	6	8	18	13	8	13	5	9	3	3	14	4	15	8	12	12	12	11	2	6	3	11	4	22	3	35	9	10	11	15	22	15	7	2	14	29	22	40	14	19	7	6	12	31	1	3
OTU_14313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	20	0	3	0	0	0	0	0	3	0	4	1	0	3	0	0	0	2	2
OTU_23571	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	23	16	16	4	17	18	0	38	4	16	11	28	29	22	25	14	4	1	1	6
OTU_19189	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	3	9	0	7	4	1	6	12	7	0	1	6	6	1	3	4	4	3	2
OTU_1482	1	2	3	2	4	2	5	1	4	6	2	2	7	1	0	0	1	1	2	0	1	2	2	6	0	0	1	2	0	5	2	6	2	1	4	0	0	5	3	9	3	5	2	2	4	0	0	10	2	3	2	1	2	1	1	1	1	0	1	0	0	3	1	3	2	1	6	0	1	0	0	2	0	0	1	1	1	2	0	0	0	0	0	1	0	0	0	2	1	0	0	0	1	0	0	2	1	0	0	0	1	1	3	2	2	0	1	2	6	0	0	0	0	23	7	17	27	2	33	7	1	20	40	7	10	33	34	12	1	15	33	39	4	5
OTU_100	11	9	10	7	7	1	17	23	2	13	8	5	12	10	2	5	3	12	48	1	16	0	0	1	1	0	0	3	0	4	0	2	2	0	1	10	3	4	0	2	0	0	3	13	13	12	3	23	4	11	7	2	8	5	10	9	12	0	8	6	0	20	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	53	39	116	45	9	43	68	133	81	82	19	29	26	56	44	149	97	84	135	67	49
OTU_84868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	1	3	4	7	4	1	6	5	2	3	0	18	6	0	4	5	13
OTU_2485	1	0	0	1	1	2	0	0	4	0	0	1	0	1	0	0	1	0	3	1	0	2	2	1	2	1	2	0	1	1	4	7	2	1	2	5	0	3	0	1	1	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_45811	1	0	1	0	0	0	1	3	0	0	0	0	0	0	1	2	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	2	0	1	1	0	0	0	0	1	1	0	1	0	2	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	1	0	0	1	0	0	1	1	1	4	0	0	1	0
OTU_6087	0	0	0	0	1	0	0	2	0	1	0	1	0	0	0	0	1	0	0	1	3	0	1	2	1	0	0	1	0	0	1	1	0	2	1	2	0	2	1	0	3	0	1	2	0	0	1	0	1	0	1	0	0	2	0	0	0	1	1	1	3	0	1	2	0	1	1	0	0	0	1	0	0	0	1	0	2	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	0	1	1	0	3	0	0	0	2	0	0	0	4	1	0	0	0	1	1	0	0	0	0	0	0	2
OTU_15188	5	9	0	6	4	3	14	1	8	3	6	4	17	9	4	0	8	4	20	9	3	8	14	28	4	7	14	26	5	4	8	14	9	16	15	14	9	6	4	11	4	0	6	5	16	17	4	19	20	17	23	5	10	20	14	18	6	0	8	6	9	2	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	33	22	10	17	6	12	15	27	40	7	11	27	15	11	22	49	85	30	21	29	68
OTU_63364	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	3	0	0	0
OTU_440	1	16	10	15	6	0	3	16	1	1	1	1	5	8	2	6	1	17	88	0	12	0	0	1	0	0	0	82	0	4	0	0	0	0	0	8	6	0	0	1	0	1	1	2	2	0	0	0	3	2	0	2	0	0	0	2	5	3	1	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	1	1	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	59	33	37	35	16	106	160	9	67	10	39	14	39	45	18	21	50	60	38	116	34
OTU_87162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	6	6	0	2	0	5	2	17	1	3	3	6	1	6	3	8	10	1	4
OTU_192	20	17	27	28	36	26	7	28	15	23	32	54	26	55	1	5	52	35	22	24	44	4	27	59	57	21	26	10	1	37	18	12	26	20	70	38	25	12	8	19	45	1	26	17	14	13	9	22	42	23	40	9	8	15	7	31	10	19	19	35	7	12	12	1	1	1	6	0	5	0	0	0	2	0	1	1	2	2	1	0	1	3	4	0	0	1	2	1	0	0	0	1	0	0	1	0	0	0	0	0	4	0	4	0	1	0	2	1	1	0	1	5	0	92	21	108	110	17	102	50	176	14	54	150	124	46	42	61	90	105	34	81	12	78
OTU_27096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	1
OTU_34495	2	0	5	0	0	1	0	0	0	0	2	0	0	4	0	0	0	2	0	0	1	0	1	0	0	0	1	2	0	0	1	1	0	0	2	1	0	2	0	1	0	0	0	1	0	0	0	2	0	1	0	0	0	0	2	0	1	0	0	0	0	0	1	3	3	5	8	0	1	2	0	3	6	0	7	1	1	5	0	3	4	2	2	1	2	3	5	3	3	1	5	2	2	4	2	2	4	4	2	1	0	6	1	0	4	0	1	6	1	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
OTU_41588	1	2	1	6	4	6	0	0	1	2	10	6	0	0	0	0	5	0	3	4	1	1	0	0	1	26	5	0	0	0	7	0	0	0	1	5	4	3	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	6	4	10	0	17	5	5	9	3	11	14	10	1	7	3	9	3	2	1	3
OTU_331	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	2	1	6	5	0	0	1	2	15	12	5	3	1	3	2	1	2	1	0
OTU_571	0	1	0	0	1	0	2	0	0	1	2	0	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	1	1	0	0	1	0	0	1	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	19	11	3	0	0	3	53	5	8	4	2	1	1	4	9	2	10	33	3	55	1
OTU_32989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2616	1	1	0	2	0	2	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	5	0	2	0	5	0	2	0	2	0	2	0	1	0	1	0	5	1	3	1	1	0	2	0	2	4	2	2	2	2	1	0	2	5	0	1	0	4	1	2	0	3	8	1	0	0	2	1	1	6	0	0	3	3	0	1	1	1	0	0	2	4	10	3	2	1	0	2	0	2	1	3	1	3	1	1	6	2	2	2	0	2	1	1	0	1	1	8	8	13	1	1	5	6	2	4	5	6	0	6	3	2	2	7	5	0	1	31
OTU_24563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_6672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_7578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	1	3	11	31	0	19	3	1	1	5	2	1	0	10	5	2	12	2
OTU_2460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	1	0
OTU_2252	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	3	5	2	2	1	0	2	3	9	5	1	2	3	1
OTU_195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	24	19	7	10	24	12	1	8	1	38	50	21	18	35	34	17	8	1	18	9
OTU_24580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	1	2	1	0	0	0	4	6	0	0	0	1	0	0	0	2	1
OTU_594	1	1	1	0	0	0	0	1	0	0	1	1	0	1	1	0	1	2	8	0	2	0	0	0	0	2	0	1	0	0	2	1	0	0	0	1	1	1	0	2	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	4	0	0	0	0	0	0	24	19	40	37	4	48	27	10	44	102	21	34	31	47	25	15	26	20	31	11	8
OTU_55860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	4	5	11	16	11	6	10	1	6	5	6	4	1	9	7	9	6	1	17
OTU_1721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	2	2	1	0	1	0	5	2	5	0	4	0	0	8	0	3	0
OTU_640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	4	3	2	1	6	1	3	1	3	4	4	1	4	1	0	2	0	3	0	2	3	3	5	3	0	2	2	6	2	1	3	5	0	0	0	1	3	6	2	1	0	0	8	0	1	1	1	0	3	4	2	34	8	14	4	0	22	18	4	22	19	15	25	5	10	16	15	18	2
OTU_122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	3	0	1	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	40	20	32	45	4	15	43	20	194	85	5	0	168	106	3	3	2	62	148	8	0
OTU_490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	9	14	0	2	1	1	0	0	0	20	7	13	2	19	21	0	4	0	5	7
