$index.pair
    name1 name2 D.ij.ruzicka G.ij.ruzicka Ds.ij.ruzicka Gs.ij.ruzicka C.ij.ruzicka
[148,] 0.4516520 0.5602360 0.5451805 0.3242555 0.4397795 0.5007075 0.3876481 0.5943830
[149,] 0.4131356 0.5701990 0.4180186 0.2960748 0.4624614 0.5147399 0.3225408 0.4822695
[150,] 0.4633452 0.5515712 0.5668737 0.3398966 0.4417243 0.4092132 0.4028530 0.4982326
[151,] 0.3307910 0.3193771 0.4517348 0.2784850 0.4488047 0.4169089 0.4351146 0.4970376
[152,] 0.2432594 0.3043219 0.4178602 0.3107344 0.5041535 0.5306150 0.3872890 0.3515349
[153,] 0.3179781 0.2205747 0.4213816 0.3171799 0.2928440 0.4540214 0.3790147 0.4638478
           [,17]     [,18]     [,19]     [,20]
  [1,] 0.2849924 0.3182060 0.4665184 0.3392620
  [2,] 0.3233662 0.2357146 0.3108165 0.4862096
  [3,] 0.2599535 0.3167561 0.2722717 0.2478296
  [4,] 0.3581855 0.4850218 0.6126418 0.5303416
  [5,] 0.3025330 0.5018192 0.4799993 0.4977393
  [6,] 0.4146991 0.2855508 0.2708964 0.2660826
  [7,] 0.5182355 0.6291575 0.3052315 0.3103073
  [8,] 0.2737992 0.3101430 0.4878036 0.5619874
  [9,] 0.5268530 0.3784248 0.3042227 0.5461665
 [10,] 0.5289731 0.4641329 0.2856184 0.2916355
 [11,] 0.4908898 0.4678705 0.2743992 0.2655980
 [12,] 0.2253904 0.2836372 0.3141759 0.2412680
 [13,] 0.2590993 0.2884047 0.4410672 0.3193934
 [14,] 0.3520352 0.4639972 0.2740221 0.3325849
 [15,] 0.3803745 0.2462203 0.4290454 0.4919245
 [16,] 0.3689729 0.3104551 0.2628238 0.2355892
 [17,] 0.2662729 0.3283180 0.3192308 0.2876795
 [18,] 0.3446725 0.3252568 0.4704060 0.4929577
 [19,] 0.2982107 0.3243525 0.4595991 0.3467357
 [20,] 0.3480559 0.5149684 0.6006426 0.5470660
 [21,] 0.3419242 0.4242303 0.3679465 0.5307641
 [22,] 0.4109734 0.3178478 0.4627606 0.3394524
 [23,] 0.4991665 0.6234017 0.3867650 0.3754990
 [24,] 0.3497189 0.3837189 0.5137872 0.6017236
 [25,] 0.5766405 0.4496074 0.4018394 0.5190311
 [26,] 0.5564444 0.4607590 0.4299538 0.3669342
 [27,] 0.5058256 0.5169076 0.4240874 0.3565707
 [28,] 0.3248532 0.3261119 0.3667347 0.3555442
 [29,] 0.3106687 0.3436154 0.4213959 0.3609576
 [30,] 0.2909635 0.4390787 0.4229289 0.3406100
 [31,] 0.3917369 0.3042558 0.3767889 0.4804379
 [32,] 0.3196534 0.2894830 0.4409693 0.3294751
 [33,] 0.2460079 0.2950549 0.3827110 0.3228484
 [34,] 0.3153527 0.3302777 0.3758178 0.4558485
 [35,] 0.3590538 0.4824683 0.6376907 0.2986773
 [36,] 0.3565862 0.4869873 0.4801190 0.5770368
 [37,] 0.4247446 0.2974604 0.3758178 0.4288323
 [38,] 0.5430826 0.6341249 0.3849957 0.4229289
 [39,] 0.3814758 0.3024667 0.5309628 0.3949160
 [40,] 0.5795841 0.3625176 0.3712813 0.4053739
 [41,] 0.5012765 0.4386159 0.3622706 0.4856687
 [42,] 0.5281133 0.4700962 0.3888889 0.4635897
 [43,] 0.3276745 0.2889440 0.3890681 0.4715361
 [44,] 0.3067344 0.3043881 0.4206211 0.5097340
 [45,] 0.3940259 0.4634539 0.3599675 0.5013411
 [46,] 0.3442151 0.2577728 0.4263708 0.3238352
 [47,] 0.3048678 0.3141759 0.3680844 0.4908898
 [48,] 0.3350612 0.3321688 0.3985697 0.4613041
 [49,] 0.3302296 0.4657737 0.6710006 0.5092481
 [50,] 0.3243202 0.3906347 0.4422132 0.5064292
 [51,] 0.3809932 0.3043385 0.2700184 0.2365203
 [52,] 0.5104110 0.6379897 0.3285592 0.2752898
 [53,] 0.3436627 0.3924660 0.4197306 0.5518489
 [54,] 0.5421169 0.4128457 0.3343909 0.5364194
 [55,] 0.5137364 0.3447987 0.2940172 0.2811075
 [56,] 0.5049900 0.5202418 0.2256441 0.2325023
 [57,] 0.2263866 0.2519365 0.3416710 0.2182575
 [58,] 0.2177458 0.2926762 0.4419199 0.3782734
 [59,] 0.3333845 0.4233582 0.2849078 0.3479303
 [60,] 0.3701661 0.3204980 0.3482443 0.4804645
 [61,] 0.3499539 0.2597444 0.2758545 0.2696050
 [62,] 0.2567241 0.3011888 0.3295233 0.2024992
 [63,] 0.3170169 0.4822562 0.5974915 0.6231399
 [64,] 0.4383773 0.4604862 0.6438572 0.4918591
 [65,] 0.5165278 0.6561905 0.5984078 0.4940679
 [66,] 0.3348857 0.4340005 0.7018385 0.4033813
 [67,] 0.5829548 0.4652859 0.6239032 0.4264278
 [68,] 0.5225694 0.4148727 0.6410786 0.5255655
 [69,] 0.4845594 0.5454972 0.6446822 0.5141430
 [70,] 0.3495621 0.5159577 0.6051470 0.5146511
 [71,] 0.3409744 0.3950049 0.5846169 0.4982197
 [72,] 0.2987772 0.4408714 0.6407384 0.5499153
 [73,] 0.3231397 0.5114446 0.6290818 0.3650904
 [74,] 0.3790752 0.5326747 0.6319742 0.5238997
 [75,] 0.3433627 0.5251526 0.5867580 0.5050286
 [76,] 0.4243732 0.4377456 0.4453351 0.4925655
 [77,] 0.5052601 0.6498528 0.3897846 0.5184124
 [78,] 0.2815665 0.5008369 0.5081603 0.6273816
 [79,] 0.5090947 0.4814339 0.4843611 0.6020948
 [80,] 0.5536208 0.4606090 0.4496628 0.4292158
 [81,] 0.4749969 0.6049566 0.4121786 0.4886322
 [82,] 0.2863961 0.4457523 0.3950346 0.5041535
 [83,] 0.3256925 0.4313570 0.3783491 0.5333682
 [84,] 0.3548592 0.4192419 0.4485831 0.4755722
 [85,] 0.3473961 0.4907194 0.3952717 0.5630220
 [86,] 0.3505648 0.4475574 0.4485970 0.4994905
 [87,] 0.3441678 0.4002946 0.3746785 0.5061596
 [88,] 0.3518007 0.6266331 0.3237382 0.2339574
 [89,] 0.4361005 0.3564308 0.4531543 0.5241254
 [90,] 0.3922726 0.4192275 0.2985773 0.5350004
 [91,] 0.3704412 0.4330968 0.2340471 0.2885901
 [92,] 0.3489819 0.4841231 0.1986607 0.2597444
 [93,] 0.4031759 0.2483771 0.2918371 0.2627717
 [94,] 0.4063976 0.3087614 0.4301240 0.3870045
 [95,] 0.4250016 0.4258291 0.2420331 0.3542827
 [96,] 0.4475020 0.2631537 0.3914094 0.5096573
 [97,] 0.4431762 0.2993267 0.1992953 0.3074436
 [98,] 0.4157831 0.3019690 0.2961583 0.2689672
 [99,] 0.5104877 0.6528046 0.5093888 0.5353708
[100,] 0.4471829 0.6284000 0.3323929 0.5285495
[101,] 0.3607256 0.6090771 0.3177990 0.2975105
[102,] 0.3356831 0.5333311 0.3390080 0.2526748
[103,] 0.5247519 0.6204071 0.2371107 0.2919042
[104,] 0.5142193 0.6668303 0.3631345 0.3715560
[105,] 0.4651639 0.5488133 0.3231721 0.3205791
[106,] 0.5129605 0.6240884 0.3387380 0.5095167
[107,] 0.5159323 0.6242627 0.3211146 0.3031297
[108,] 0.5003970 0.5992890 0.2426020 0.2727697
[109,] 0.5518006 0.2994432 0.4883561 0.4259147
[110,] 0.5502903 0.4837527 0.4891972 0.5935297
[111,] 0.4963223 0.4275528 0.4572606 0.5596273
[112,] 0.3052811 0.3754838 0.5024260 0.5525364
[113,] 0.3508622 0.3621471 0.5112916 0.5827930
[114,] 0.3540956 0.4803316 0.4912567 0.5523556
[115,] 0.3715408 0.3326969 0.4624206 0.4126862
[116,] 0.3929566 0.3594876 0.4741935 0.5443518
[117,] 0.3394366 0.3825153 0.5138762 0.5643280
[118,] 0.4298829 0.4781489 0.2887755 0.5509431
[119,] 0.4003240 0.4415566 0.3121291 0.5448151
[120,] 0.5314594 0.3941447 0.3144539 0.5600809
[121,] 0.5534040 0.4157831 0.4373662 0.5922307
[122,] 0.5814973 0.4828923 0.2566366 0.4884219
[123,] 0.5696930 0.3916030 0.3952273 0.4367055
[124,] 0.5657855 0.3982597 0.2781780 0.5087108
[125,] 0.5765006 0.3851308 0.3289610 0.5070067
[126,] 0.3619155 0.5679602 0.2290257 0.2842981
[127,] 0.5271152 0.3837940 0.3162668 0.2943688
[128,] 0.5280884 0.4141638 0.4395833 0.3998232
[129,] 0.5128078 0.3852208 0.2196084 0.3599521
[130,] 0.4401156 0.4501467 0.4157398 0.5115084
[131,] 0.5094400 0.4155953 0.2074316 0.3088602
[132,] 0.5417499 0.4311020 0.2895672 0.2809885
[133,] 0.5187155 0.4930492 0.3037592 0.2157877
[134,] 0.5004876 0.5086084 0.4457523 0.3423197
[135,] 0.4897619 0.5721962 0.2578601 0.3680998
[136,] 0.4881720 0.4490401 0.3891428 0.4969466
[137,] 0.5126550 0.5043852 0.2073391 0.2873757
[138,] 0.5218027 0.5091586 0.3024335 0.2373074
[139,] 0.2261331 0.3534406 0.3887096 0.3470502
[140,] 0.3650135 0.4312862 0.2907953 0.3783491
[141,] 0.3849057 0.2679319 0.2952891 0.4989591
[142,] 0.3445148 0.2486948 0.2934810 0.2538161
[143,] 0.2479709 0.2725294 0.2100720 0.2246651
[144,] 0.3451927 0.4566028 0.4498564 0.3941595
[145,] 0.3859708 0.3348857 0.3740093 0.5063522
[146,] 0.3514567 0.3676552 0.4307620 0.3490447
[147,] 0.2746219 0.3671490 0.3797251 0.3773648
[148,] 0.3331127 0.4490401 0.3908880 0.4885402
[149,] 0.3434259 0.4078723 0.2305045 0.3221035
[150,] 0.2980607 0.4230720 0.2998924 0.3272559
[151,] 0.3493740 0.2699667 0.3998085 0.4923301
[152,] 0.3919304 0.2994265 0.3126044 0.4906932
[153,] 0.2803931 0.2862102 0.2907281 0.2299998

$details$group
      Treatment
N1_40      N_40
E3_60      E_60
E1_0        E_0
N2_0        N_0
E3_40      E_40
E2_60      E_60
N2_40      N_40
E3_0        E_0
E2_40      E_40
E1_40      E_40
N3_60      N_60
N1_60      N_60
N1_0        N_0
N2_60      N_60
E1_60      E_60
E2_0        E_0
N3_0        N_0
N3_40      N_40

$details$meta.group
NULL


