OUT	SH2	SH3	SH4	SP1	SP2	SP3
OTU575	0	0	0	0	0	0
OTU576	0	0	0	0	0	10
OTU577	0	0	0	1	0	1
OTU578	2	3	6	2	2	6
OTU579	0	1	0	1	0	1
OTU58	8	6	15	8	7	85
OTU580	0	0	0	0	0	1
OTU581	14	15	29	30	20	23
OTU582	0	0	0	0	0	0
OTU583	3	1	1	1	1	0
OTU584	0	0	1	0	0	0
OTU585	0	0	0	0	0	0
OTU586	0	0	0	0	0	0
OTU587	0	0	0	0	0	21
OTU588	0	0	0	0	0	0
OTU589	0	0	0	0	0	0
OTU59	5	2	2	8	2	31
OTU590	0	0	0	0	0	0
OTU591	0	0	0	0	0	0
OTU592	0	0	0	12	0	20
OTU593	2	0	0	4	1	0
OTU594	0	0	0	0	0	0
OTU595	0	0	0	0	0	0
OTU596	0	1	0	0	0	17
OTU597	0	0	0	1	0	6
OTU598	0	0	0	3	0	0
OTU599	0	0	0	0	1	0
OTU6	33	93	202	160	1090	2324
OTU60	3	2	9	3	5	2
OTU600	0	0	0	0	0	0
OTU601	0	0	0	0	0	0
OTU602	0	0	0	0	0	0
OTU603	0	0	1	0	0	0
OTU604	0	0	0	0	0	0
OTU605	0	0	1	1	4	1
OTU606	0	0	0	9	0	0
OTU607	1	0	1	1	0	2
OTU608	0	0	0	0	0	0
OTU609	5	0	0	1	0	2
OTU61	0	0	1	1	0	0
OTU610	0	0	0	0	0	0
OTU611	0	1	1	0	2	0
OTU612	3	0	2	3	3	1
OTU613	1	2	1	3	1	8
OTU614	0	0	0	2	0	0
OTU615	1	0	1	2	0	0
OTU616	0	0	0	0	0	0
OTU617	0	0	0	0	0	0
OTU618	0	0	2	0	0	5
OTU619	2	2	3	2	2	5
OTU62	8	3	8	12	8	6
OTU620	0	0	0	0	0	30
OTU621	0	0	1	0	1	1
OTU622	1	0	0	0	0	0
OTU623	0	0	0	0	0	7
OTU624	0	1	0	0	0	0
OTU625	0	0	1	0	0	0
OTU626	1	1	0	1	0	2
OTU627	0	0	0	0	0	9
OTU628	0	0	0	1	0	0
OTU629	0	0	1	1	0	0
OTU63	0	0	1	7	0	3
OTU630	2	4	2	6	7	2
OTU631	1	2	0	1	1	1
OTU632	0	0	0	0	0	0
OTU633	0	0	0	0	0	8
OTU634	0	0	0	0	0	0
OTU635	0	0	1	1	0	0
OTU636	0	0	0	3	0	0
OTU637	1	1	7	1	0	2
OTU638	0	0	0	0	0	0
OTU639	0	0	0	9	0	0
OTU64	0	1	0	6	0	5
OTU640	1	2	7	1	1	3
OTU641	0	1	1	6	2	1
OTU642	0	0	0	6	0	0
OTU643	0	0	0	14	0	0
OTU644	0	0	0	0	0	0
OTU645	0	0	0	0	0	0
OTU646	0	0	0	0	0	0
OTU647	0	0	0	0	0	18
OTU648	0	0	0	0	0	0
OTU649	0	0	0	2	0	14
OTU65	1	8	2	1	1	5
OTU650	0	0	0	0	0	0
OTU651	0	0	0	0	0	0
OTU652	1	0	1	0	0	12
OTU653	0	0	0	0	0	0
OTU654	1	0	2	2	0	2
OTU655	0	0	1	1	0	2
OTU656	1	0	0	1	0	10
OTU657	0	0	1	0	0	0
OTU658	0	0	0	0	0	2
OTU659	0	0	0	0	0	0
OTU66	0	0	0	2	0	0
OTU660	1	5	3	5	1	2
OTU661	0	0	1	0	0	0
OTU662	2	0	3	4	1	3
OTU663	0	0	0	1	0	0
OTU664	0	0	0	1	1	2
OTU665	0	0	1	1	0	0
OTU666	2	1	1	1	1	2
OTU667	0	0	3	1	0	0
OTU668	3	5	5	3	3	2
OTU669	2	0	1	2	1	0
OTU67	1	0	0	0	0	0
OTU670	0	0	0	0	0	0
OTU671	0	0	1	0	0	10
OTU672	0	0	2	0	0	0
OTU673	2	2	1	4	2	2
OTU674	0	0	0	0	0	0
OTU675	6	2	6	3	3	5
OTU676	2	0	2	3	4	2
OTU677	0	0	0	1	0	5
OTU678	0	0	0	0	0	0
OTU679	0	0	0	6	0	0
OTU68	0	1	0	18	4	16
OTU680	0	1	0	0	0	0
OTU681	4	1	3	3	3	12
OTU682	0	0	0	0	0	0
OTU683	3	0	4	3	4	4
OTU684	0	0	0	6	0	0
OTU685	0	0	0	0	2	0
OTU686	2	0	1	2	0	0
OTU687	4	0	1	2	0	0
OTU688	0	0	0	0	0	0
OTU689	0	2	1	0	1	1
OTU69	2	0	0	1	0	0
OTU690	0	0	9	0	0	2
OTU691	1	1	1	2	0	2
OTU692	4	0	3	4	1	0
OTU693	1	0	0	2	3	1
OTU694	2	1	1	0	0	2
OTU695	0	0	0	1	0	0
OTU696	0	0	0	0	0	0
OTU697	3	1	2	3	2	4
OTU698	0	0	0	0	0	13
OTU699	5	1	2	1	1	2
OTU7	3368	2105	4872	220	89	327
OTU70	5	0	3	0	0	0
OTU700	1	1	1	2	0	0
OTU701	0	0	0	0	0	8
OTU702	0	0	0	0	0	1
OTU703	0	0	0	0	0	0
OTU704	1	0	0	0	0	0
OTU705	0	1	6	3	1	2
OTU706	1	0	4	2	0	1
OTU707	5	0	0	0	0	0
OTU708	0	0	0	7	0	0
OTU709	9	4	3	3	4	4
OTU71	11	6	14	16	8	38
OTU710	0	0	1	0	0	0
OTU711	0	0	0	0	0	0
OTU712	1	1	0	1	1	1
OTU713	1	0	1	1	0	2
OTU714	2	1	1	2	0	0
OTU715	2	1	2	1	0	2
OTU716	0	0	0	4	0	0
OTU717	0	0	0	0	0	0
OTU718	1	0	1	1	0	3
OTU719	0	0	1	5	1	1
OTU72	7	1	8	13	3	33
OTU720	0	0	0	0	0	0
OTU721	0	0	0	0	0	0
OTU722	0	0	0	0	0	0
OTU723	0	0	0	0	0	0
OTU724	0	0	1	13	0	0
OTU725	2	0	1	0	0	0
OTU726	2	1	3	4	1	1
OTU727	5	3	2	3	0	1
OTU728	0	0	0	0	0	0
OTU729	0	0	0	11	1	0
OTU73	1	3	1	3	1	0
OTU730	1	1	1	2	0	2
OTU731	0	0	1	0	0	0
OTU732	0	0	0	0	0	0
OTU733	0	0	0	0	0	0
OTU734	0	0	1	0	0	0
OTU735	0	0	0	0	0	8
OTU736	1	0	0	0	0	0
OTU737	1	4	2	2	1	1
OTU738	0	0	1	0	0	0
OTU739	0	0	0	9	0	2
OTU74	0	0	1	3	1	97
OTU740	2	0	0	1	2	0
OTU741	0	0	0	0	0	0
OTU742	0	0	1	2	1	2
OTU743	0	0	0	0	0	0
OTU744	0	0	0	0	0	0
OTU745	0	0	0	0	0	0
OTU746	0	0	0	0	0	8
OTU747	0	0	1	0	1	9
OTU748	0	0	0	0	1	0
OTU749	0	0	0	0	0	0
OTU75	2	1	4	13	8	3
OTU750	0	0	0	0	0	0
OTU751	1	0	1	5	2	22
OTU752	0	0	0	0	0	0
OTU753	0	1	0	0	0	0
OTU754	3	0	3	2	2	2
OTU755	0	0	3	0	0	0
OTU756	1	1	2	5	0	3
OTU757	0	4	2	0	3	0
OTU758	0	0	0	0	0	0
OTU759	1	0	0	1	1	1
OTU76	1	2	2	8	3	3
OTU760	0	0	0	0	0	10
OTU761	0	2	1	2	1	0
OTU762	0	0	0	0	0	0
OTU763	0	0	0	0	0	0
OTU764	0	0	0	0	0	0
OTU765	0	0	0	0	1	0
OTU766	0	0	0	0	0	0
OTU767	5	3	4	7	3	2
OTU768	0	0	0	0	0	9
OTU769	0	0	0	0	0	0
OTU77	5	12	11	9	9	35
OTU770	0	0	0	0	0	0
OTU771	0	0	0	0	0	0
OTU772	2	0	3	5	3	2
OTU773	1	0	2	0	0	0
OTU774	1	1	0	2	3	0
OTU775	0	0	1	2	0	1
OTU776	0	0	0	0	0	0
OTU777	1	0	1	0	0	1
OTU778	0	0	0	0	0	0
OTU779	0	0	0	9	0	0
OTU78	0	0	0	0	0	0
OTU780	0	0	0	0	0	5
OTU781	0	0	2	2	2	0
OTU782	4	1	2	2	1	1
OTU783	0	1	0	0	0	0
OTU784	6	5	7	1	4	3
OTU785	2	1	2	2	0	1
OTU786	0	0	0	0	0	4
OTU787	0	0	0	3	1	0
OTU788	0	3	0	1	1	0
OTU789	0	0	0	0	0	0
OTU79	0	0	0	0	0	0
OTU790	0	0	1	4	1	0
OTU791	1	0	1	1	0	0
OTU792	0	0	0	0	0	0
OTU793	0	0	0	0	0	0
OTU794	0	0	0	0	0	0
OTU795	1	0	0	0	0	0
OTU796	0	0	0	0	0	0
OTU797	0	0	0	0	0	0
OTU798	0	0	0	0	0	0
OTU799	0	0	0	0	0	11
OTU8	0	6	9	123	2	7
OTU80	5	0	14	14	14	9
OTU800	2	3	0	3	2	1
OTU801	0	0	0	0	0	0
OTU802	1	0	5	4	1	0
OTU803	0	0	0	0	1	0
OTU804	0	0	0	0	0	0
OTU805	1	0	1	1	0	0
OTU806	0	0	0	0	0	0
OTU807	0	1	0	0	0	0
OTU808	2	1	4	0	0	4
OTU809	0	0	0	3	0	0
OTU81	6	3	3	15	2	14
OTU810	0	1	0	1	4	0
OTU811	0	0	0	0	0	3
OTU812	0	0	0	0	0	0
OTU813	0	1	1	0	0	0
OTU814	0	1	2	1	1	2
OTU815	0	0	0	4	0	0
OTU816	0	1	3	0	0	2
OTU817	0	1	1	0	1	1
OTU818	0	0	0	0	0	0
OTU819	0	0	0	0	0	0
OTU82	7	0	4	10	2	9
OTU820	1	0	2	0	0	0
OTU821	0	2	2	1	1	2
OTU823	0	0	0	0	0	0
OTU824	0	0	1	0	0	2
OTU825	14	7	14	20	7	14
OTU826	0	0	3	0	1	0
OTU827	0	0	1	0	0	1
OTU828	0	0	0	0	0	0
OTU829	0	0	0	0	0	0
OTU83	3	4	2	6	3	2
OTU830	0	0	0	0	1	0
OTU831	0	0	0	0	0	0
OTU832	4	0	0	1	2	1
OTU833	0	3	0	0	0	0
OTU834	6	1	2	0	0	1
OTU835	3	0	0	0	0	0
OTU836	0	0	1	5	0	0
OTU837	3	0	0	0	0	0
OTU838	2	3	2	0	0	2
OTU839	0	0	0	0	0	0
OTU84	0	0	0	0	0	0
OTU840	1	0	2	1	0	0
OTU841	0	0	1	3	0	8
OTU842	0	0	0	0	0	0
OTU843	2	0	1	2	0	0
OTU844	0	0	2	2	4	1
OTU845	4	1	0	1	0	5
OTU846	0	0	0	0	0	5
OTU847	1	0	1	3	1	2
OTU848	0	0	0	0	0	0
OTU849	0	0	0	4	0	2
OTU85	14	5	17	16	5	7
OTU850	3	8	8	6	7	7
OTU851	0	0	0	3	0	6
OTU852	2	0	0	0	0	1
OTU853	0	0	0	0	0	0
OTU854	0	0	0	0	0	0
OTU855	2	0	1	0	1	1
OTU856	3	0	0	0	0	1
OTU857	0	0	0	0	0	0
OTU858	0	0	0	0	0	0
OTU859	0	0	0	0	0	0
OTU86	0	0	0	4	2	1
OTU860	0	0	0	0	1	0
OTU861	0	0	0	0	0	0
OTU862	0	0	0	3	0	0
OTU863	3	3	4	2	2	2
OTU864	0	0	0	0	0	0
OTU865	0	0	0	0	1	0
OTU866	0	0	0	0	0	0
OTU867	1	0	0	0	0	0
OTU868	0	0	0	0	0	0
OTU869	0	0	0	2	0	2
OTU870	0	0	0	0	0	3
OTU871	0	0	0	0	0	3
OTU872	0	0	2	2	0	0
OTU873	0	0	0	0	0	0
OTU875	0	1	0	0	0	0
OTU876	0	0	0	0	0	0
OTU877	0	0	2	0	1	0
OTU878	0	0	0	10	0	0
OTU879	0	0	0	0	0	0
OTU88	0	0	0	0	1	52
OTU880	2	0	0	0	0	0
OTU881	0	0	0	5	0	0
OTU882	0	0	0	0	0	26
OTU883	0	0	0	0	0	0
OTU884	0	0	0	0	0	0
OTU885	7	6	12	10	5	2
OTU886	0	0	0	0	0	0
OTU887	0	0	0	0	0	19
OTU888	3	0	2	5	0	3
OTU889	0	0	2	0	1	1
OTU89	0	32	0	10	0	44
OTU890	0	0	0	0	0	0
OTU891	0	1	0	5	0	2
OTU892	0	0	0	0	0	0
OTU893	0	0	0	0	0	0
OTU894	0	1	1	2	1	1
OTU895	0	2	0	1	0	0
OTU896	0	0	0	0	0	0
OTU897	1	0	2	4	0	4
OTU898	2	3	1	0	0	2
OTU899	0	0	1	3	0	4
OTU9	2	4	11	13	4	70
OTU90	2	3	1	4	4	5
OTU900	0	0	2	3	1	2
OTU901	0	0	0	0	0	0
OTU902	0	0	0	0	0	0
OTU903	0	1	2	0	1	1
OTU904	0	0	0	0	0	1
OTU905	3	3	2	4	2	3
OTU906	1	1	10	11	2	1
OTU907	1	0	4	2	0	3
OTU908	0	1	0	0	0	4
OTU909	0	0	0	0	1	0
OTU91	0	0	0	0	0	35
OTU910	0	0	0	0	3	0
OTU911	0	0	0	0	0	14
OTU912	0	0	0	1	1	0
OTU913	0	0	0	0	0	9
OTU914	0	0	5	2	0	1
OTU915	0	0	0	0	0	0
OTU916	1	0	1	2	4	2
OTU917	0	0	1	0	0	2
OTU918	0	0	0	7	0	0
OTU919	2	4	3	1	1	0
OTU92	0	0	0	0	0	1
OTU920	0	0	0	0	0	0
OTU921	0	0	0	3	0	0
OTU922	0	0	0	0	0	0
OTU923	0	1	0	1	1	0
OTU924	3	3	4	1	2	1
OTU925	0	0	0	0	0	0
OTU926	0	0	0	0	0	0
OTU927	0	3	1	0	1	2
OTU928	0	1	0	3	0	0
OTU929	1	0	1	0	0	1
OTU93	0	0	1	9	2	1
OTU930	0	0	0	5	0	0
OTU931	0	0	0	6	0	0
OTU932	0	0	0	0	0	0
OTU933	0	0	0	0	0	1
OTU934	3	0	4	3	2	2
OTU935	0	0	4	0	0	0
OTU936	0	0	1	1	0	3
OTU937	1	0	0	0	0	3
OTU938	0	1	0	3	1	2
OTU939	0	2	0	8	0	0
OTU94	2	0	0	1	0	59
OTU940	0	0	0	1	0	0
OTU941	0	0	1	2	0	0
OTU942	0	0	0	0	0	0
OTU943	0	0	0	0	3	0
OTU944	0	0	0	1	0	0
OTU945	2	0	0	2	1	0
OTU946	1	0	1	1	0	0
OTU947	0	0	0	1	0	3
OTU948	0	0	1	2	0	0
OTU949	3	0	1	7	3	2
OTU95	1	1	1	4	2	34
OTU950	0	1	1	4	0	4
OTU951	2	0	1	0	2	1
OTU952	2	2	4	2	1	1
OTU953	0	0	0	0	2	0
OTU954	0	0	1	0	1	0
OTU955	0	0	1	1	0	0
OTU956	0	0	0	7	2	0
OTU957	0	0	0	0	0	0
OTU958	0	0	0	0	0	0
OTU959	0	0	0	0	0	0
OTU96	0	0	0	0	0	69
OTU960	0	0	1	2	0	0
OTU961	0	0	0	0	0	0
OTU962	0	0	0	0	0	1
OTU963	0	0	0	0	0	0
OTU964	2	0	0	1	0	0
OTU965	0	0	0	0	0	0
OTU966	0	0	0	0	0	0
OTU967	0	0	1	1	1	0
OTU968	0	1	1	6	0	2
OTU969	0	0	0	1	1	0
OTU97	1	1	7	63	2	92
OTU970	2	0	0	0	0	0
OTU971	0	0	0	1	0	0
OTU972	1	0	0	0	0	0
OTU973	0	0	0	5	0	0
OTU974	2	1	3	2	1	0
OTU975	0	0	0	0	0	0
OTU976	0	0	0	0	0	3
OTU977	3	0	0	0	0	1
OTU978	0	0	0	0	0	0
OTU979	1	0	1	3	0	0
OTU98	0	0	0	0	0	68
OTU980	0	0	0	0	0	6
OTU981	0	0	0	0	0	0
OTU982	0	0	0	0	0	0
OTU983	1	3	0	1	0	1
OTU984	0	0	0	0	0	0
OTU985	0	0	0	0	0	0
OTU986	5	3	1	4	1	2
OTU987	1	2	1	1	0	0
OTU988	1	0	0	0	3	0
OTU989	1	0	1	0	0	0
OTU99	0	0	0	0	0	19
OTU990	1	0	2	2	2	0
OTU991	4	3	3	2	5	4
OTU992	0	0	0	0	0	1
OTU993	0	0	0	0	0	0
OTU994	2	2	3	1	0	0
OTU995	2	0	3	2	0	2
OTU996	0	0	4	6	0	0
OTU997	1	0	4	1	0	0
OTU998	8	6	10	9	10	1
OTU999	3	0	2	2	0	1
